   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
      36         1  "Rarrow"       204       343       0        50               "nul"     357   "S_tarson_D"        64       2       140;
      37         1  "Rarrow"       222       452       2        52       "Alarm_Clock"     248   "S_tarson_B"        62       1        63;
      38         0  "Barrow"         3       178       0        50               "nul"     522   "S_tarson_C"        63       2       146;
      39         1  "Rarrow"       202       450       0        50               "nul"     250   "S_tarson_B"        62       1        39;
      40         1  "Rarrow"       204       374       0        50               "nul"     326   "S_tarson_D"        64       2        22;
      41         0  "Barrow"         2       594       0        50               "nul"     106   "S_tarson_B"        62       1         6;
      42         1  "Larrow"       121       630       2        52             "ring9"      70   "S_tarson_A"        61       1       159;
      43         1  "Rarrow"       202       327       0        50               "nul"     373   "S_tarson_B"        62       1       170;
      44         0  "Barrow"         1       559       0        50               "nul"     141   "S_tarson_A"        61       1       163;
      45         0  "Barrow"        11       263       1        51              "DING"     437   "S_tarson_A"        61       1        78;
      46         0  "Barrow"         3       601       0        50               "nul"      99   "S_tarson_C"        63       2       173;
      47         0  "Barrow"        14       172       1        51             "ring7"     528   "S_tarson_D"        64       2        13;
      48         0  "Barrow"         4       160       0        50               "nul"     540   "S_tarson_D"        64       2       181;
      49         1  "Rarrow"       204       448       0        50               "nul"     252   "S_tarson_D"        64       2       138;
      50         1  "Rarrow"       214       222       1        51            "ring10"     478   "S_tarson_D"        64       2        57;
      51         0  "Barrow"        22       494       2        52           "alarme2"     206   "S_tarson_B"        62       1       127;
      52         0  "Barrow"         3       225       0        50               "nul"     475   "S_tarson_C"        63       2       136;
      53         0  "Barrow"         1        90       0        50               "nul"     610   "S_tarson_A"        61       1        20;
      54         1  "Larrow"       101       185       0        50               "nul"     515   "S_tarson_A"        61       1       145;
      55         1  "Larrow"       111        66       1        51       "telephone16"     634   "S_tarson_A"        61       1       161;
      56         1  "Rarrow"       204       454       0        50               "nul"     246   "S_tarson_D"        64       2        46;
      57         0  "Barrow"         1       613       0        50               "nul"      87   "S_tarson_A"        61       1        96;
      58         0  "Barrow"         4       514       0        50               "nul"     186   "S_tarson_D"        64       2        93;
      59         1  "Larrow"       103       262       0        50               "nul"     438   "S_tarson_C"        63       2       190;
      60         1  "Larrow"       103       585       0        50               "nul"     115   "S_tarson_C"        63       2       165;
      61         0  "Barrow"         3       451       0        50               "nul"     249   "S_tarson_C"        63       2       148;
      62         0  "Barrow"         2       407       0        50               "nul"     293   "S_tarson_B"        62       1       199;
      63         1  "Larrow"       103       384       0        50               "nul"     316   "S_tarson_C"        63       2       194;
      64         1  "Rarrow"       202       590       0        50               "nul"     110   "S_tarson_B"        62       1       144;
};
