sub,eyes,measure,roi,cond,compare,value
sub010,open,visual power,v1,correct_e,accuracy_e,0.411306548598205
sub010,open,visual power,v1,incorrect_e,accuracy_e,0.397928785851733
sub010,open,visual power,v1,fast,rt,0.632410825790931
sub010,open,visual power,v1,slow,rt,0.335793216281775
sub010,open,somato lateralisation index,max,correct,accuracy,0.0404818619345917
sub010,open,somato lateralisation index,max,incorrect,accuracy,0.183276980650495
sub010,open,somato lateralisation index,max,correct_e,accuracy_e,0.208809643810293
sub010,open,somato lateralisation index,max,incorrect_e,accuracy_e,0.183276980650495
sub010,open,somato lateralisation index,max,fast,rt,0.0709806352466791
sub010,open,somato lateralisation index,max,slow,rt,0.000942832843772961
sub010,open,absolute,v1,correct,accuracy,5.96756061215948
sub010,open,absolute,v1,incorrect,accuracy,5.84434246233935
sub010,open,absolute,v1,correct_e,accuracy_e,5.80914322710023
sub010,open,absolute,v1,incorrect_e,accuracy_e,5.84434246233935
sub010,open,absolute,v1,fast,rt,6.14497295702343
sub010,open,absolute,v1,slow,rt,5.76328540834675
sub010,closed,visual power,v1,correct,accuracy,-0.196805487369337
sub010,closed,visual power,v1,incorrect,accuracy,-0.153253452610569
sub010,closed,visual power,v1,correct_e,accuracy_e,-0.190790303139224
sub010,closed,visual power,v1,incorrect_e,accuracy_e,-0.153253452610569
sub010,closed,visual power,v1,fast,rt,-0.213486811922474
sub010,closed,visual power,v1,slow,rt,-0.178370113402638
sub010,closed,somato lateralisation index,max,correct,accuracy,0.189780040139459
sub010,closed,somato lateralisation index,max,incorrect,accuracy,0.0126707368678264
sub010,closed,somato lateralisation index,max,correct_e,accuracy_e,-0.0979697305251065
sub010,closed,somato lateralisation index,max,incorrect_e,accuracy_e,0.0126707368678264
sub010,closed,somato lateralisation index,max,fast,rt,0.299886387954555
sub010,closed,somato lateralisation index,max,slow,rt,0.0541796589985891
sub010,closed,absolute,v1,correct,accuracy,7.34887654260999
sub010,closed,absolute,v1,incorrect,accuracy,7.04542370738103
sub010,closed,absolute,v1,correct_e,accuracy_e,7.43169454657479
sub010,closed,absolute,v1,incorrect_e,accuracy_e,7.04542370738103
sub010,closed,absolute,v1,fast,rt,7.36045715401501
sub010,closed,absolute,v1,slow,rt,7.33666482987284
sub012,open,visual power,v1,correct,accuracy,0.385317894857851
sub012,open,visual power,v1,incorrect,accuracy,0.556830335061093
sub012,open,visual power,v1,correct_e,accuracy_e,0.45705373748557
sub012,open,visual power,v1,incorrect_e,accuracy_e,0.556830335061093
sub012,open,visual power,v1,fast,rt,0.499849192961985
sub012,open,visual power,v1,slow,rt,0.273746048652506
sub012,open,somato lateralisation index,max,correct,accuracy,0.0673415621910502
sub012,open,somato lateralisation index,max,incorrect,accuracy,0.0830511598313151
sub012,open,somato lateralisation index,max,correct_e,accuracy_e,0.020829174152089
sub012,open,somato lateralisation index,max,incorrect_e,accuracy_e,0.0830511598313151
sub012,open,somato lateralisation index,max,fast,rt,0.04940355426828
sub012,open,somato lateralisation index,max,slow,rt,0.0846852023316522
sub012,open,absolute,v1,correct,accuracy,4.50840852994336
sub012,open,absolute,v1,incorrect,accuracy,4.40445337989057
sub012,open,absolute,v1,correct_e,accuracy_e,4.6493351613669
sub012,open,absolute,v1,incorrect_e,accuracy_e,4.40445337989057
sub012,open,absolute,v1,fast,rt,4.61643794890668
sub012,open,absolute,v1,slow,rt,4.39055313815162
sub012,closed,visual power,v1,correct,accuracy,-0.148793457847183
sub012,closed,visual power,v1,incorrect,accuracy,-0.101395313653079
sub012,closed,visual power,v1,correct_e,accuracy_e,-0.184311486159028
sub012,closed,visual power,v1,incorrect_e,accuracy_e,-0.101395313653079
sub012,closed,visual power,v1,fast,rt,-0.1321383753708
sub012,closed,visual power,v1,slow,rt,-0.16968462105503
sub012,closed,somato lateralisation index,max,correct,accuracy,0.0278260859063387
sub012,closed,somato lateralisation index,max,incorrect,accuracy,-0.188771650192865
sub012,closed,somato lateralisation index,max,correct_e,accuracy_e,0.0192130617858582
sub012,closed,somato lateralisation index,max,incorrect_e,accuracy_e,-0.188771650192865
sub012,closed,somato lateralisation index,max,fast,rt,0.0544188184629107
sub012,closed,somato lateralisation index,max,slow,rt,0.00148374273482438
sub012,closed,absolute,v1,correct,accuracy,5.5057790967694
sub012,closed,absolute,v1,incorrect,accuracy,5.45980026981873
sub012,closed,absolute,v1,correct_e,accuracy_e,5.51023392611408
sub012,closed,absolute,v1,incorrect_e,accuracy_e,5.45980026981873
sub012,closed,absolute,v1,fast,rt,5.49350404540978
sub012,closed,absolute,v1,slow,rt,5.51806939915961
sub017,open,visual power,v1,correct,accuracy,0.381116692386951
sub017,open,visual power,v1,incorrect,accuracy,1.2887655899638
sub017,open,visual power,v1,correct_e,accuracy_e,0.282527536362756
sub017,open,visual power,v1,incorrect_e,accuracy_e,1.2887655899638
sub017,open,visual power,v1,fast,rt,0.568348613050157
sub017,open,visual power,v1,slow,rt,0.216999137837958
sub017,open,somato lateralisation index,max,correct,accuracy,0.0425205446538597
sub017,open,somato lateralisation index,max,incorrect,accuracy,0.0832667669994822
sub017,open,somato lateralisation index,max,correct_e,accuracy_e,0.0561409846324934
sub017,open,somato lateralisation index,max,incorrect_e,accuracy_e,0.0832667669994822
sub017,open,somato lateralisation index,max,fast,rt,0.0328681621268964
sub017,open,somato lateralisation index,max,slow,rt,0.0573589116097502
sub017,open,absolute,v1,correct,accuracy,3.26510142570088
sub017,open,absolute,v1,incorrect,accuracy,3.3749716249577
sub017,open,absolute,v1,correct_e,accuracy_e,3.17027520256714
sub017,open,absolute,v1,incorrect_e,accuracy_e,3.3749716249577
sub017,open,absolute,v1,fast,rt,3.26999979229996
sub017,open,absolute,v1,slow,rt,3.28960457365202
sub017,closed,visual power,v1,correct,accuracy,-0.234072843363377
sub017,closed,visual power,v1,incorrect,accuracy,-0.292592535646201
sub017,closed,visual power,v1,correct_e,accuracy_e,-0.312101309713356
sub017,closed,visual power,v1,incorrect_e,accuracy_e,-0.292592535646201
sub017,closed,visual power,v1,fast,rt,-0.254359009517126
sub017,closed,visual power,v1,slow,rt,-0.206585493544725
sub017,closed,somato lateralisation index,max,correct,accuracy,0.0330022035539775
sub017,closed,somato lateralisation index,max,incorrect,accuracy,0.174467295908774
sub017,closed,somato lateralisation index,max,correct_e,accuracy_e,0.138183677365677
