sub,eye,measure,bin,bin_n,pow,perc,rt
sub009,closed,relative,b1,1,-0.662096225154381,0.590909090909091,0.686763565891473
sub009,closed,relative,b2,2,-0.39605752565273,0.636363636363636,0.668560606060606
sub009,closed,relative,b3,3,-0.168077737684505,0.590909090909091,0.728295454545455
sub009,closed,relative,b4,4,0.131698826170897,0.704545454545455,0.70905303030303
sub009,closed,relative,b5,5,0.972235922123624,0.522727272727273,0.754612403100775
sub009,open,lat,b1,1,-0.500309937397306,0.725490196078431,0.683733333333334
sub009,open,lat,b2,2,-0.218505656067973,0.686274509803922,0.735081699346405
sub009,open,lat,b3,3,0.0454379714430197,0.588235294117647,0.683866666666667
sub009,open,lat,b4,4,0.31190309097279,0.647058823529412,0.6455
sub009,open,lat,b5,5,0.56107247877249,0.627450980392157,0.618464052287582
sub009,closed,lat,b1,1,-0.465328442900263,0.659090909090909,0.707632575757576
sub009,closed,lat,b2,2,-0.171303255555865,0.613636363636364,0.743217054263566
sub009,closed,lat,b3,3,0.144841014005046,0.522727272727273,0.706382575757576
sub009,closed,lat,b4,4,0.373135951296108,0.659090909090909,0.653958333333333
sub009,closed,lat,b5,5,0.54950700326035,0.590909090909091,0.737945736434109
sub010,open,baseline,b1,1,1.2407298156423e-27,0.690909090909091,0.854727272727273
sub010,open,baseline,b2,2,3.04598083316086e-27,0.690909090909091,0.7725
sub010,open,baseline,b3,3,5.12589667492706e-27,0.781818181818182,0.820462962962963
sub010,open,baseline,b4,4,8.22901659792308e-27,0.636363636363636,0.807012578616352
sub010,open,baseline,b5,5,1.69534860378246e-26,0.654545454545455,0.82929012345679
sub010,closed,baseline,b1,1,1.63721993366482e-26,0.666666666666667,0.831203703703704
sub010,closed,baseline,b2,2,2.3091443693047e-26,0.75,0.870069444444444
sub010,closed,baseline,b3,3,2.93116357710951e-26,0.694444444444444,0.885906862745098
sub010,closed,baseline,b4,4,3.82699509571241e-26,0.694444444444444,0.810166666666667
sub010,closed,baseline,b5,5,5.25898862389956e-26,0.861111111111111,0.816023809523809
sub010,open,absolute,b1,1,1.43730996527411e-27,0.690909090909091,0.82
sub010,open,absolute,b2,2,4.40997108695162e-27,0.709090909090909,0.828270440251572
sub010,open,absolute,b3,3,7.81320587383691e-27,0.636363636363636,0.828151515151515
sub010,open,absolute,b4,4,1.23592822760882e-26,0.636363636363636,0.836515151515152
sub010,open,absolute,b5,5,2.35921243914187e-26,0.781818181818182,0.772515151515151
sub010,closed,absolute,b1,1,1.29397289974562e-26,0.611111111111111,0.839607843137255
sub010,closed,absolute,b2,2,1.90459463382574e-26,0.611111111111111,0.835595238095238
sub010,closed,absolute,b3,3,2.42084165456256e-26,0.805555555555556,0.903619047619047
sub010,closed,absolute,b4,4,3.06947334375747e-26,0.777777777777778,0.839097222222222
sub010,closed,absolute,b5,5,4.09748510136356e-26,0.861111111111111,0.803078703703704
sub010,open,relative,b1,1,-0.678333720497978,0.6,0.850683333333333
sub010,open,relative,b2,2,-0.121397239432998,0.690909090909091,0.789651515151515
sub010,open,relative,b3,3,0.620374526926586,0.8,0.805863636363636
sub010,open,relative,b4,4,2.3640712217179,0.654545454545455,0.787954545454545
sub010,open,relative,b5,5,8.89701872250785,0.709090909090909,0.853787878787879
sub010,closed,relative,b1,1,-0.60619539134324,0.666666666666667,0.833309523809524
sub010,closed,relative,b2,2,-0.323641033788935,0.666666666666667,0.823799019607843
sub010,closed,relative,b3,3,-0.0674622785548445,0.805555555555556,0.877060185185185
sub010,closed,relative,b4,4,0.289626823335826,0.722222222222222,0.839282407407407
sub010,closed,relative,b5,5,1.53187669532016,0.805555555555556,0.838634259259259
sub010,open,lat,b1,1,-0.734009868876227,0.690909090909091,0.815227272727273
sub010,open,lat,b2,2,-0.497777379270286,0.727272727272727,0.814409090909091
sub010,open,lat,b3,3,0.0354123372474283,0.654545454545455,0.817820512820513
sub010,open,lat,b4,4,0.514966359328964,0.763636363636364,0.827657232704403
sub010,open,lat,b5,5,0.761847003600646,0.618181818181818,0.81019696969697
sub010,closed,lat,b1,1,-0.768699363135105,0.722222222222222,0.836018518518518
sub010,closed,lat,b2,2,-0.608741625311474,0.75,0.89843137254902
sub010,closed,lat,b3,3,0.0951159047511006,0.694444444444444,0.815095238095238
sub010,closed,lat,b4,4,0.657549902025235,0.722222222222222,0.824928571428571
sub010,closed,lat,b5,5,0.817658841017308,0.75,0.85875
sub011,open,baseline,b1,1,1.09808925437898e-27,0.87037037037037,0.588503086419753
sub011,open,baseline,b2,2,1.69930344270468e-27,0.888888888888889,0.611589506172839
sub011,open,baseline,b3,3,2.2193326333191e-27,0.925925925925926,0.587376543209877
sub011,open,baseline,b4,4,3.18255998423259e-27,0.907407407407407,0.608533950617284
sub011,open,baseline,b5,5,6.96085063599611e-27,0.944444444444444,0.601635802469136
sub011,closed,baseline,b1,1,4.10581828925111e-27,0.862745098039216,0.614411764705882
sub011,closed,baseline,b2,2,8.16835698627517e-27,0.901960784313726,0.596176470588235
sub011,closed,baseline,b3,3,1.13483520603478e-26,0.803921568627451,0.704738562091503
sub011,closed,baseline,b4,4,1.63445555075056e-26,0.843137254901961,0.623933333333333
sub011,closed,baseline,b5,5,2.2957967137406e-26,0.882352941176471,0.614444444444444
sub011,open,absolute,b1,1,1.81816933944599e-27,0.87037037037037,0.627314814814815
sub011,open,absolute,b2,2,3.23219387276294e-27,0.888888888888889,0.634614197530864
sub011,open,absolute,b3,3,4.81951731474053e-27,0.907407407407407,0.555432098765432
sub011,open,absolute,b4,4,7.55244114331003e-27,0.944444444444444,0.559922839506173
sub011,open,absolute,b5,5,1.53142308134906e-26,0.925925925925926,0.617283950617284
sub011,closed,absolute,b1,1,2.64910865811774e-27,0.862745098039216,0.61952614379085
sub011,closed,absolute,b2,2,4.73390685484346e-27,0.823529411764706,0.660114379084967
sub011,closed,absolute,b3,3,7.33468294272993e-27,0.823529411764706,0.62875
sub011,closed,absolute,b4,4,1.16857195140357e-26,0.901960784313726,0.601993464052287
sub011,closed,absolute,b5,5,1.76477683955959e-26,0.882352941176471,0.643415032679739
sub011,open,relative,b1,1,-0.370551349859567,0.925925925925926,0.616404320987654
sub011,open,relative,b2,2,0.271983495772928,0.851851851851852,0.601311728395062
sub011,open,relative,b3,3,1.12007515094649,0.925925925925926,0.589691358024691
sub011,open,relative,b4,4,2.72758852862485,0.944444444444444,0.586990740740741
sub011,open,relative,b5,5,9.25336469620439,0.888888888888889,0.593657407407407
sub011,closed,relative,b1,1,-0.754276828609972,0.803921568627451,0.659466666666667
sub011,closed,relative,b2,2,-0.498043506530199,0.92156862745098,0.62421568627451
sub011,closed,relative,b3,3,-0.229440684243725,0.901960784313726,0.591781045751634
sub011,closed,relative,b4,4,0.234072644090584,0.784313725490196,0.661699346405229
sub011,closed,relative,b5,5,1.78642745043577,0.882352941176471,0.617238562091503
sub011,open,lat,b1,1,-0.486176320937021,0.944444444444444,0.564675925925926
sub011,open,lat,b2,2,-0.224939990711175,0.888888888888889,0.57320987654321
sub011,open,lat,b3,3,0.0247128165491223,0.944444444444444,0.602993827160494
sub011,open,lat,b4,4,0.291089208762985,0.907407407407407,0.605416666666667
sub011,open,lat,b5,5,0.513862568745925,0.87037037037037,0.634598765432099
sub011,closed,lat,b1,1,-0.491815516003579,0.941176470588235,0.602696078431373
sub011,closed,lat,b2,2,-0.245900586697228,0.901960784313726,0.637630718954248
sub011,closed,lat,b3,3,0.0390568917211728,0.803921568627451,0.62452614379085
sub011,closed,lat,b4,4,0.350898093928939,0.803921568627451,0.641192810457516
sub011,closed,lat,b5,5,0.556313738794628,0.843137254901961,0.648133333333333
sub012,open,baseline,b1,1,1.70447755831761e-27,0.862068965517241,0.559913793103448
sub012,open,baseline,b2,2,4.00462030709356e-27,0.827586206896552,0.538448275862069
sub012,open,baseline,b3,3,6.52013043931169e-27,0.96551724137931,0.533448275862069
sub012,open,baseline,b4,4,9.20764978802896e-27,0.810344827586207,0.508376436781609
sub012,open,baseline,b5,5,1.59163000548356e-26,0.948275862068966,0.520790229885058
sub012,closed,baseline,b1,1,1.10979197586058e-26,0.830188679245283,0.646776729559748
sub012,closed,baseline,b2,2,1.71103892206285e-26,0.962264150943396,0.655377358490566
sub012,closed,baseline,b3,3,2.20309003509059e-26,0.905660377358491,0.600110062893082
sub012,closed,baseline,b4,4,2.71725398306356e-26,0.849056603773585,0.652295597484277
sub012,closed,baseline,b5,5,3.63495357802819e-26,0.924528301886792,0.649496855345912
sub012,open,absolute,b1,1,2.66007935961808e-27,0.827586206896552,0.566537356321839
sub012,open,absolute,b2,2,5.8058625833359e-27,0.931034482758621,0.541479885057471
sub012,open,absolute,b3,3,8.60589302644908e-27,0.844827586206897,0.539899425287356
sub012,open,absolute,b4,4,1.18580721260687e-26,0.913793103448276,0.515459770114943
sub012,open,absolute,b5,5,1.95049137064028e-26,0.896551724137931,0.497600574712644
sub012,closed,absolute,b1,1,8.15740529198113e-27,0.811320754716981,0.664889937106918
sub012,closed,absolute,b2,2,1.40963562025495e-26,0.943396226415094,0.606100628930818
sub012,closed,absolute,b3,3,1.80159373013276e-26,0.981132075471698,0.671179245283019
sub012,closed,absolute,b4,4,2.30707742566403e-26,0.849056603773585,0.648160377358491
sub012,closed,absolute,b5,5,3.25364156095126e-26,0.867924528301887,0.616132075471698
sub012,open,relative,b1,1,-0.561297140704495,0.913793103448276,0.527629310344828
sub012,open,relative,b2,2,-0.0297789003986076,0.827586206896552,0.553304597701149
sub012,open,relative,b3,3,0.479070309682577,0.948275862068966,0.533663793103448
sub012,open,relative,b4,4,1.50648159739713,0.827586206896552,0.522255747126437
sub012,open,relative,b5,5,7.07319832176888,0.896551724137931,0.524123563218391
sub012,closed,relative,b1,1,-0.618651765327039,0.905660377358491,0.654166666666667
sub012,closed,relative,b2,2,-0.342788661134032,0.886792452830189,0.649150943396226
sub012,closed,relative,b3,3,-0.118126854519403,0.962264150943396,0.62622641509434
sub012,closed,relative,b4,4,0.258448757721671,0.792452830188679,0.643584905660377
sub012,closed,relative,b5,5,1.47615088940091,0.905660377358491,0.633018867924528
sub012,open,lat,b1,1,-0.37499470414017,0.879310344827586,0.520229885057471
sub012,open,lat,b2,2,-0.130373477564068,0.896551724137931,0.492758620689655
sub012,open,lat,b3,3,0.0436533499555893,0.896551724137931,0.522887931034483
sub012,open,lat,b4,4,0.224595708262285,0.896551724137931,0.559166666666667
sub012,open,lat,b5,5,0.469978699584729,0.844827586206897,0.565933908045977
sub012,closed,lat,b1,1,-0.52497033137204,0.849056603773585,0.671572327044025
sub012,closed,lat,b2,2,-0.260696260816906,0.830188679245283,0.661477987421384
sub012,closed,lat,b3,3,0.0215480177044973,0.886792452830189,0.605062893081761
sub012,closed,lat,b4,4,0.264443994678101,0.924528301886792,0.630849056603773
sub012,closed,lat,b5,5,0.522903129938387,0.962264150943396,0.626682389937107
sub017,open,baseline,b1,1,5.94708094295037e-28,0.65,0.7375
sub017,open,baseline,b2,2,1.04485955301625e-27,0.8,0.705854166666667
sub017,open,baseline,b3,3,1.6734156843494e-27,0.65,0.735979166666667
sub017,open,baseline,b4,4,2.61343259893895e-27,0.825,0.7259375
sub017,open,baseline,b5,5,7.43444056296703e-27,0.9,0.743458333333334
sub017,closed,baseline,b1,1,7.1905895478572e-27,0.80952380952381,0.697738095238095
sub017,closed,baseline,b2,2,1.25444345151446e-26,0.833333333333333,0.742418699186992
sub017,closed,baseline,b3,3,1.59591502191186e-26,0.857142857142857,0.689146341463415
sub017,closed,baseline,b4,4,1.99055937865494e-26,0.857142857142857,0.70406746031746
sub017,closed,baseline,b5,5,2.81170668537979e-26,0.738095238095238,0.68890873015873
sub017,open,absolute,b1,1,7.87105993784681e-28,0.75,0.7525625
sub017,open,absolute,b2,2,1.56941936820659e-27,0.75,0.761208333333333
sub017,open,absolute,b3,3,2.74102439794472e-27,0.8,0.718625
sub017,open,absolute,b4,4,5.147419758262e-27,0.75,0.702051282051282
sub017,open,absolute,b5,5,1.28553316018509e-26,0.775,0.704708333333333
sub017,closed,absolute,b1,1,5.40002453781048e-27,0.785714285714286,0.691369047619047
sub017,closed,absolute,b2,2,8.40492245986184e-27,0.880952380952381,0.725833333333333
sub017,closed,absolute,b3,3,1.09588446561127e-26,0.785714285714286,0.721964285714286
sub017,closed,absolute,b4,4,1.48392698780072e-26,0.80952380952381,0.70031746031746
sub017,closed,absolute,b5,5,2.27649639590976e-26,0.833333333333333,0.681145833333333
sub017,open,relative,b1,1,-0.631494127472304,0.85,0.747916666666667
sub017,open,relative,b2,2,-0.112100675577155,0.85,0.7555625
sub017,open,relative,b3,3,0.841443608197681,0.6,0.7348125
sub017,open,relative,b4,4,3.01826702064252,0.825,0.694104166666667
sub017,open,relative,b5,5,13.504465406044,0.7,0.713440170940171
sub017,closed,relative,b1,1,-0.682291162626585,0.761904761904762,0.69640873015873
sub017,closed,relative,b2,2,-0.437504216221439,0.833333333333333,0.75734126984127
sub017,closed,relative,b3,3,-0.181295905185453,0.857142857142857,0.704126984126984
sub017,closed,relative,b4,4,0.211354222900254,0.857142857142857,0.679349593495935
sub017,closed,relative,b5,5,1.99013414224435,0.785714285714286,0.683414634146341
sub017,open,lat,b1,1,-0.537484863824189,0.8,0.742354166666667
sub017,open,lat,b2,2,-0.207881050535442,0.7,0.7188125
sub017,open,lat,b3,3,0.146763504400415,0.75,0.774770833333333
sub017,open,lat,b4,4,0.377453044452268,0.775,0.687958333333333
sub017,open,lat,b5,5,0.614653390650072,0.775,0.721452991452992
sub017,closed,lat,b1,1,-0.65226142220879,0.833333333333333,0.64984126984127
sub017,closed,lat,b2,2,-0.440514175193247,0.904761904761905,0.733849206349206
sub017,closed,lat,b3,3,0.170643612203952,0.833333333333333,0.686309523809524
sub017,closed,lat,b4,4,0.56680637879482,0.785714285714286,0.670436507936508
sub017,closed,lat,b5,5,0.715306825176854,0.738095238095238,0.785145833333334
sub018,open,baseline,b1,1,5.48382808813238e-28,0.547169811320755,0.594622641509434
sub018,open,baseline,b2,2,8.61335519236591e-28,0.754716981132076,0.560723270440252
sub018,open,baseline,b3,3,1.11792782430814e-27,0.679245283018868,0.605188679245283
sub018,open,baseline,b4,4,1.50446598450489e-27,0.679245283018868,0.55998427672956
sub018,open,baseline,b5,5,2.29058832570649e-27,0.773584905660377,0.581210691823899
sub018,closed,baseline,b1,1,3.18267337360792e-28,0.655172413793103,0.625911949685535
sub018,closed,baseline,b2,2,4.37041365649974e-28,0.603448275862069,0.592604166666667
sub018,closed,baseline,b3,3,5.55721507108832e-28,0.551724137931034,0.656132075471698
sub018,closed,baseline,b4,4,7.03572222228584e-28,0.603448275862069,0.621875
sub018,closed,baseline,b5,5,1.1035858726052e-27,0.482758620689655,0.634488304093567
sub018,open,absolute,b1,1,5.31644033456461e-28,0.622641509433962,0.580487421383648
sub018,open,absolute,b2,2,7.71179160670864e-28,0.660377358490566,0.585707547169811
sub018,open,absolute,b3,3,1.05502905483872e-27,0.754716981132076,0.588899371069182
sub018,open,absolute,b4,4,1.35889570792047e-27,0.69811320754717,0.585031446540881
sub018,open,absolute,b5,5,2.19481160452303e-27,0.69811320754717,0.563396226415094
sub018,closed,absolute,b1,1,3.31966225960725e-28,0.568965517241379,0.663397435897436
sub018,closed,absolute,b2,2,4.59552090886818e-28,0.620689655172414,0.615848484848485
sub018,closed,absolute,b3,3,5.53114551076694e-28,0.620689655172414,0.586157407407407
sub018,closed,absolute,b4,4,6.83939870878331e-28,0.482758620689655,0.636860119047619
sub018,closed,absolute,b5,5,1.00996703877845e-27,0.603448275862069,0.628275862068966
sub018,open,relative,b1,1,-0.576890911909627,0.679245283018868,0.596556603773585
sub018,open,relative,b2,2,-0.265088808558975,0.735849056603774,0.563977987421384
sub018,open,relative,b3,3,0.0764817029059064,0.660377358490566,0.556132075471698
sub018,open,relative,b4,4,0.504078578812442,0.716981132075472,0.609606918238994
sub018,open,relative,b5,5,1.66064483825437,0.660377358490566,0.574764150943396
sub018,closed,relative,b1,1,-0.489315775047034,0.53448275862069,0.644727564102564
sub018,closed,relative,b2,2,-0.195334139020988,0.586206896551724,0.638377192982456
sub018,closed,relative,b3,3,0.100226439538027,0.5,0.632257575757576
sub018,closed,relative,b4,4,0.524584147674746,0.603448275862069,0.612827380952381
sub018,closed,relative,b5,5,1.58244012534764,0.672413793103448,0.602166666666667
sub018,open,lat,b1,1,-0.339705216084756,0.69811320754717,0.572767295597484
sub018,open,lat,b2,2,-0.0613124660429949,0.641509433962264,0.609339622641509
sub018,open,lat,b3,3,0.112224090067421,0.660377358490566,0.583663522012579
sub018,open,lat,b4,4,0.25885124850603,0.773584905660377,0.567672955974843
sub018,open,lat,b5,5,0.471021492004499,0.679245283018868,0.567672955974843
sub018,closed,lat,b1,1,-0.328779445210124,0.706896551724138,0.644863636363636
sub018,closed,lat,b2,2,-0.105483533021196,0.586206896551724,0.634047619047619
sub018,closed,lat,b3,3,0.035798258060926,0.551724137931034,0.626026785714286
sub018,closed,lat,b4,4,0.172963557623747,0.517241379310345,0.637395833333333
sub018,closed,lat,b5,5,0.394905164803707,0.53448275862069,0.584599358974359
sub020,open,baseline,b1,1,1.02643330257222e-27,0.732142857142857,0.569806547619048
sub020,open,baseline,b2,2,1.59947236596785e-27,0.767857142857143,0.533020833333333
sub020,open,baseline,b3,3,2.19541827437086e-27,0.696428571428571,0.546056547619048
sub020,open,baseline,b4,4,3.06267003799034e-27,0.696428571428571,0.536383928571429
sub020,open,baseline,b5,5,4.8889907456992e-27,0.732142857142857,0.55108630952381
sub020,closed,baseline,b1,1,1.27953862714432e-27,0.649122807017544,0.54437134502924
sub020,closed,baseline,b2,2,2.19387426990683e-27,0.631578947368421,0.542236842105263
sub020,closed,baseline,b3,3,3.09740424097127e-27,0.701754385964912,0.545014880952381
sub020,closed,baseline,b4,4,4.59565191480171e-27,0.719298245614035,0.555570175438597
sub020,closed,baseline,b5,5,7.98430708316624e-27,0.701754385964912,0.537704678362573
sub020,open,absolute,b1,1,1.07709884410756e-27,0.678571428571429,0.572127976190476
sub020,open,absolute,b2,2,1.70872762186153e-27,0.714285714285714,0.520729166666667
sub020,open,absolute,b3,3,2.40396130630483e-27,0.732142857142857,0.528526785714286
sub020,open,absolute,b4,4,3.19502893977182e-27,0.732142857142857,0.543407738095238
sub020,open,absolute,b5,5,5.58015160947688e-27,0.767857142857143,0.56985119047619
sub020,closed,absolute,b1,1,1.02140503076465e-27,0.614035087719298,0.56358630952381
sub020,closed,absolute,b2,2,1.55563554375306e-27,0.649122807017544,0.557426900584795
sub020,closed,absolute,b3,3,2.40538259051388e-27,0.684210526315789,0.560423976608187
sub020,closed,absolute,b4,4,3.43133428921042e-27,0.701754385964912,0.534429824561404
sub020,closed,absolute,b5,5,6.96656979835135e-27,0.736842105263158,0.513947368421053
sub020,open,relative,b1,1,-0.572164750634618,0.714285714285714,0.52610119047619
sub020,open,relative,b2,2,-0.239064599874465,0.660714285714286,0.531919642857143
sub020,open,relative,b3,3,0.267727614827273,0.732142857142857,0.593571428571429
sub020,open,relative,b4,4,0.880607540995726,0.803571428571429,0.532380952380952
sub020,open,relative,b5,5,2.79927108501411,0.714285714285714,0.553452380952381
sub020,closed,relative,b1,1,-0.669802003093799,0.736842105263158,0.568005952380952
sub020,closed,relative,b2,2,-0.404195121758053,0.684210526315789,0.539327485380117
sub020,closed,relative,b3,3,-0.148601652013434,0.56140350877193,0.561520467836257
sub020,closed,relative,b4,4,0.336872284684981,0.666666666666667,0.552456140350877
sub020,closed,relative,b5,5,1.68271233995821,0.754385964912281,0.508918128654971
sub020,open,lat,b1,1,-0.412502047046694,0.696428571428571,0.559776785714286
sub020,open,lat,b2,2,-0.0500503811685952,0.75,0.524375
sub020,open,lat,b3,3,0.243410042370375,0.696428571428571,0.529255952380952
sub020,open,lat,b4,4,0.426665410586363,0.767857142857143,0.56375
sub020,open,lat,b5,5,0.64578263712892,0.714285714285714,0.557157738095238
sub020,closed,lat,b1,1,-0.487646072712137,0.754385964912281,0.539356725146199
sub020,closed,lat,b2,2,-0.165181866944949,0.754385964912281,0.533187134502924
sub020,closed,lat,b3,3,0.0698667821185727,0.614035087719298,0.547865497076023
sub020,closed,lat,b4,4,0.328333790206354,0.666666666666667,0.561885964912281
sub020,closed,lat,b5,5,0.561395556287674,0.614035087719298,0.546116071428571
sub021,open,baseline,b1,1,1.3564407936414e-27,0.54,0.591190476190476
sub021,open,baseline,b2,2,2.53209159086322e-27,0.64,0.632993197278912
sub021,open,baseline,b3,3,3.78471486649604e-27,0.66,0.589268707482993
sub021,open,baseline,b4,4,5.90002239499519e-27,0.62,0.597397959183673
sub021,open,baseline,b5,5,1.01293567733034e-26,0.66,0.58465
sub021,closed,baseline,b1,1,6.00239920893542e-27,0.6,0.607973484848485
sub021,closed,baseline,b2,2,8.66262477535435e-27,0.577777777777778,0.654399224806201
sub021,closed,baseline,b3,3,1.12792198779051e-26,0.644444444444444,0.645738636363636
sub021,closed,baseline,b4,4,1.4810318356707e-26,0.6,0.590674603174603
sub021,closed,baseline,b5,5,2.23095019765719e-26,0.711111111111111,0.527848837209302
sub021,open,absolute,b1,1,2.69384095942503e-27,0.6,0.599251700680272
sub021,open,absolute,b2,2,5.17967519831941e-27,0.48,0.621734693877551
sub021,open,absolute,b3,3,6.64464984302644e-27,0.86,0.582883333333333
sub021,open,absolute,b4,4,8.65187527428525e-27,0.6,0.62780612244898
sub021,open,absolute,b5,5,1.24574014768744e-26,0.6,0.567261904761905
sub021,closed,absolute,b1,1,5.66079982104129e-27,0.644444444444444,0.653571428571429
sub021,closed,absolute,b2,2,8.68642213270088e-27,0.555555555555556,0.644069767441861
sub021,closed,absolute,b3,3,1.15397165677283e-26,0.533333333333333,0.572916666666667
sub021,closed,absolute,b4,4,1.44559441587692e-26,0.622222222222222,0.601162790697674
sub021,closed,absolute,b5,5,2.05522410635564e-26,0.777777777777778,0.559204545454546
sub021,open,relative,b1,1,-0.340349643380298,0.58,0.619829931972789
sub021,open,relative,b2,2,0.143742362881354,0.64,0.587942176870748
sub021,open,relative,b3,3,0.845323637484223,0.66,0.58115
sub021,open,relative,b4,4,1.81397384366707,0.66,0.631766666666667
sub021,open,relative,b5,5,5.47241499782032,0.58,0.589548611111111
sub021,closed,relative,b1,1,-0.53172058875451,0.666666666666667,0.616155303030303
sub021,closed,relative,b2,2,-0.226748121515192,0.688888888888889,0.6375
sub021,closed,relative,b3,3,0.0495164393365909,0.555555555555556,0.533020833333333
sub021,closed,relative,b4,4,0.477632257371124,0.577777777777778,0.675814814814815
sub021,closed,relative,b5,5,1.67605730740601,0.644444444444444,0.558011363636363
sub021,open,lat,b1,1,-0.416115029749692,0.64,0.669387755102041
sub021,open,lat,b2,2,-0.131706962138613,0.54,0.625633333333333
sub021,open,lat,b3,3,0.0445952004044189,0.6,0.591542553191489
sub021,open,lat,b4,4,0.223480686091439,0.68,0.553683333333333
sub021,open,lat,b5,5,0.474663725114882,0.64,0.561166666666667
sub021,closed,lat,b1,1,-0.291064555907764,0.644444444444444,0.688178294573643
sub021,closed,lat,b2,2,-0.0644255658519831,0.622222222222222,0.649090909090909
sub021,closed,lat,b3,3,0.0742844298727389,0.511111111111111,0.577632575757576
sub021,closed,lat,b4,4,0.219021341336048,0.644444444444444,0.544651162790698
sub021,closed,lat,b5,5,0.408904917436426,0.711111111111111,0.567162698412698
sub022,open,baseline,b1,1,6.73259936489737e-28,0.75,0.545096153846154
sub022,open,baseline,b2,2,1.26545746992213e-27,0.826923076923077,0.544887820512821
sub022,open,baseline,b3,3,2.02169591366871e-27,0.846153846153846,0.5325
sub022,open,baseline,b4,4,3.56161168938025e-27,0.788461538461538,0.566650326797386
sub022,open,baseline,b5,5,7.69125679332382e-27,0.730769230769231,0.534727564102564
sub022,closed,baseline,b1,1,6.74543160892274e-27,0.811320754716981,0.570047169811321
sub022,closed,baseline,b2,2,1.02621471010833e-26,0.830188679245283,0.599622641509434
sub022,closed,baseline,b3,3,1.36804944280304e-26,0.849056603773585,0.592106918238994
sub022,closed,baseline,b4,4,1.82198986790736e-26,0.830188679245283,0.583600628930818
sub022,closed,baseline,b5,5,2.50730671676633e-26,0.754716981132076,0.58311320754717
sub022,open,absolute,b1,1,1.00525792107645e-27,0.711538461538462,0.571356209150327
sub022,open,absolute,b2,2,2.2143773188574e-27,0.826923076923077,0.543269230769231
sub022,open,absolute,b3,3,3.84450375988138e-27,0.865384615384615,0.55275641025641
sub022,open,absolute,b4,4,6.07960442808741e-27,0.711538461538462,0.547772435897436
sub022,open,absolute,b5,5,1.09136486576314e-26,0.807692307692308,0.519599358974359
sub022,closed,absolute,b1,1,6.42159827417363e-27,0.754716981132076,0.606933962264151
sub022,closed,absolute,b2,2,1.05181822096331e-26,0.849056603773585,0.555974842767296
sub022,closed,absolute,b3,3,1.39885357359751e-26,0.905660377358491,0.565691823899371
sub022,closed,absolute,b4,4,1.7456518031019e-26,0.773584905660377,0.612232704402516
sub022,closed,absolute,b5,5,2.49943895740503e-26,0.811320754716981,0.590786163522013
sub022,open,relative,b1,1,-0.520977941738959,0.75,0.553104575163399
sub022,open,relative,b2,2,0.159583371822466,0.807692307692308,0.568701923076923
sub022,open,relative,b3,3,1.02220798044002,0.769230769230769,0.556714743589743
sub022,open,relative,b4,4,2.45720804535449,0.788461538461538,0.532516025641026
sub022,open,relative,b5,5,7.79601829375521,0.807692307692308,0.520929487179487
sub022,closed,relative,b1,1,-0.556149910517362,0.792452830188679,0.571603773584906
sub022,closed,relative,b2,2,-0.18106857728732,0.754716981132076,0.626320754716981
sub022,closed,relative,b3,3,0.111345056025768,0.867924528301887,0.553254716981132
sub022,closed,relative,b4,4,0.596102616713856,0.811320754716981,0.602342767295598
sub022,closed,relative,b5,5,2.92909141516442,0.867924528301887,0.574701257861635
sub022,open,lat,b1,1,-0.319100821410252,0.75,0.540176282051282
sub022,open,lat,b2,2,-0.0704987099363453,0.807692307692308,0.567924836601307
sub022,open,lat,b3,3,0.0875103232202702,0.769230769230769,0.540625
sub022,open,lat,b4,4,0.235881542317589,0.788461538461538,0.519711538461538
sub022,open,lat,b5,5,0.489088219182733,0.826923076923077,0.554503205128205
sub022,closed,lat,b1,1,-0.359529521284536,0.830188679245283,0.567845911949685
sub022,closed,lat,b2,2,-0.0915106236200505,0.773584905660377,0.572374213836478
sub022,closed,lat,b3,3,0.106643796321293,0.849056603773585,0.58998427672956
sub022,closed,lat,b4,4,0.259494497603352,0.830188679245283,0.587688679245283
sub022,closed,lat,b5,5,0.480514610419721,0.811320754716981,0.611006289308176
sub023,open,baseline,b1,1,1.09923731788902e-27,0.896551724137931,0.678976608187135
sub023,open,baseline,b2,2,1.74408274354471e-27,0.862068965517241,0.689310344827586
sub023,open,baseline,b3,3,2.39449529908634e-27,0.793103448275862,0.641005747126437
sub023,open,baseline,b4,4,3.24048186889697e-27,0.844827586206897,0.61514367816092
sub023,open,baseline,b5,5,5.7440620049819e-27,0.862068965517241,0.624576023391813
sub023,closed,baseline,b1,1,3.25138221586573e-27,0.864406779661017,0.686285310734463
sub023,closed,baseline,b2,2,5.18722761445655e-27,0.847457627118644,0.746313559322034
sub023,closed,baseline,b3,3,6.90851212600165e-27,0.796610169491525,0.680905172413793
sub023,closed,baseline,b4,4,9.10816987385583e-27,0.898305084745763,0.69816091954023
sub023,closed,baseline,b5,5,1.46514132564847e-26,0.864406779661017,0.71114406779661
sub023,open,absolute,b1,1,1.22548454010686e-27,0.758620689655172,0.682514619883041
sub023,open,absolute,b2,2,1.93938528335827e-27,0.896551724137931,0.654751461988304
sub023,open,absolute,b3,3,2.67717016039362e-27,0.844827586206897,0.648563218390804
sub023,open,absolute,b4,4,3.8993600967105e-27,0.844827586206897,0.662385057471264
