sub,eyes,measure,roi,cond,compare,value
sub010,open,absolute,v1,correct,accuracy,5.04682794675657
sub010,open,absolute,v1,incorrect,accuracy,4.8747779277859
sub010,open,absolute,v1,correct_e,accuracy_e,5.09456371901575
sub010,open,absolute,v1,incorrect_e,accuracy_e,4.8747779277859
sub010,open,absolute,v1,fast,rt,5.30732378478333
sub010,open,absolute,v1,slow,rt,4.73995928636324
sub010,closed,visual power,v1,correct,accuracy,-0.273763800592731
sub010,closed,visual power,v1,incorrect,accuracy,-0.139248289620225
sub010,closed,visual power,v1,correct_e,accuracy_e,-0.0678809388448431
sub010,closed,visual power,v1,incorrect_e,accuracy_e,-0.139248289620225
sub010,closed,visual power,v1,fast,rt,-0.347186988935922
sub010,closed,visual power,v1,slow,rt,-0.184206820994289
sub010,closed,somato lateralisation index,max,correct,accuracy,0.711474706395502
sub010,closed,somato lateralisation index,max,incorrect,accuracy,-0.0914016515156707
sub010,closed,somato lateralisation index,max,correct_e,accuracy_e,0.801233776001076
sub010,closed,somato lateralisation index,max,incorrect_e,accuracy_e,-0.0914016515156707
sub010,closed,somato lateralisation index,max,fast,rt,0.69905883640201
sub010,closed,somato lateralisation index,max,slow,rt,0.730576719396621
sub010,closed,absolute,v1,correct,accuracy,6.30054084907153
sub010,closed,absolute,v1,incorrect,accuracy,6.45450597354546
sub010,closed,absolute,v1,correct_e,accuracy_e,6.55385539632607
sub010,closed,absolute,v1,incorrect_e,accuracy_e,6.45450597354546
sub010,closed,absolute,v1,fast,rt,6.24616948329765
sub010,closed,absolute,v1,slow,rt,6.35453104637341
sub012,open,visual power,v1,correct,accuracy,0.123706814132823
sub012,open,visual power,v1,incorrect,accuracy,0.52451171649056
sub012,open,visual power,v1,correct_e,accuracy_e,0.177101054746712
sub012,open,visual power,v1,incorrect_e,accuracy_e,0.52451171649056
sub012,open,visual power,v1,fast,rt,0.0981086713639251
sub012,open,visual power,v1,slow,rt,0.154075254130443
sub012,open,somato lateralisation index,max,correct,accuracy,0.170766603140905
sub012,open,somato lateralisation index,max,incorrect,accuracy,0.0326838923747592
sub012,open,somato lateralisation index,max,correct_e,accuracy_e,0.0397368143633733
