sub,eye,measure,window,compare,cond,value
sub022,closed,somato lat,stim1000pre,accuracy,correct,0.187
sub022,closed,somato lat,stim1000pre,accuracy,incorrect,0.219
sub022,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.046
sub022,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.219
sub022,closed,somato lat,stim1000pre,rt,fast,0.22
sub022,closed,somato lat,stim1000pre,rt,slow,0.154
sub023,open,somato lat,stim500pre,accuracy,correct,0.136
sub023,open,somato lat,stim500pre,accuracy,incorrect,0.03
sub023,open,somato lat,stim500pre,accuracy_e,correct_e,0.172
sub023,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.03
sub023,open,somato lat,stim500pre,rt,fast,0.093
sub023,open,somato lat,stim500pre,rt,slow,0.173
sub023,closed,somato lat,stim500pre,accuracy,correct,0.092
sub023,closed,somato lat,stim500pre,accuracy,incorrect,0.161
sub023,closed,somato lat,stim500pre,accuracy_e,correct_e,0.171
sub023,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.161
sub023,closed,somato lat,stim500pre,rt,fast,0.061
sub023,closed,somato lat,stim500pre,rt,slow,0.119
sub023,open,somato lat,stim1000pre,accuracy,correct,0.105
sub023,open,somato lat,stim1000pre,accuracy,incorrect,-0.018
sub023,open,somato lat,stim1000pre,accuracy_e,correct_e,0.076
sub023,open,somato lat,stim1000pre,accuracy_e,incorrect_e,-0.018
sub023,open,somato lat,stim1000pre,rt,fast,0.09
sub023,open,somato lat,stim1000pre,rt,slow,0.122
sub023,closed,somato lat,stim1000pre,accuracy,correct,0.126
sub023,closed,somato lat,stim1000pre,accuracy,incorrect,0.103
sub023,closed,somato lat,stim1000pre,accuracy_e,correct_e,-0.01
sub023,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.103
sub023,closed,somato lat,stim1000pre,rt,fast,0.127
sub023,closed,somato lat,stim1000pre,rt,slow,0.121
sub024,open,somato lat,stim500pre,accuracy,correct,-0.039
sub024,open,somato lat,stim500pre,accuracy,incorrect,-0.109
sub024,open,somato lat,stim500pre,accuracy_e,correct_e,-0.135
sub024,open,somato lat,stim500pre,accuracy_e,incorrect_e,-0.109
sub024,open,somato lat,stim500pre,rt,fast,-0.024
sub024,open,somato lat,stim500pre,rt,slow,-0.048
sub024,closed,somato lat,stim500pre,accuracy,correct,0.042
sub024,closed,somato lat,stim500pre,accuracy,incorrect,-0.071
