sub,eye,measure,window,compare,cond,value
sub012,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.022
sub012,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.022
sub012,closed,somato-visual balance,500pre,rt,fast,0.022
sub012,closed,somato-visual balance,500pre,rt,slow,0.022
sub017,open,laterilsation index,500pre,accuracy_e,correct_e,0.13
sub017,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.034
sub017,open,laterilsation index,500pre,rt,fast,0.112
sub017,open,laterilsation index,500pre,rt,slow,0.073
sub017,open,visual power,500pre,accuracy_e,correct_e,0.073
sub017,open,visual power,500pre,accuracy_e,incorrect_e,0.073
sub017,open,visual power,500pre,rt,fast,0.073
sub017,open,visual power,500pre,rt,slow,0.073
sub017,open,somato-visual balance,500pre,accuracy_e,correct_e,0.073
sub017,open,somato-visual balance,500pre,accuracy_e,incorrect_e,0.073
sub017,open,somato-visual balance,500pre,rt,fast,0.073
sub017,open,somato-visual balance,500pre,rt,slow,0.073
sub017,closed,laterilsation index,500pre,accuracy_e,correct_e,0.197
sub017,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.138
sub017,closed,laterilsation index,500pre,rt,fast,0.046
sub017,closed,laterilsation index,500pre,rt,slow,0.036
sub017,closed,visual power,500pre,accuracy_e,correct_e,0.036
sub017,closed,visual power,500pre,accuracy_e,incorrect_e,0.036
sub017,closed,visual power,500pre,rt,fast,0.036
sub017,closed,visual power,500pre,rt,slow,0.036
sub017,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.036
sub017,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.036
sub017,closed,somato-visual balance,500pre,rt,fast,0.036
sub017,closed,somato-visual balance,500pre,rt,slow,0.036
sub018,open,laterilsation index,500pre,accuracy_e,correct_e,0.077
sub018,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.095
sub018,open,laterilsation index,500pre,rt,fast,0.117
sub018,open,laterilsation index,500pre,rt,slow,0.059
sub018,open,visual power,500pre,accuracy_e,correct_e,0.059
sub018,open,visual power,500pre,accuracy_e,incorrect_e,0.059
sub018,open,visual power,500pre,rt,fast,0.059
sub018,open,visual power,500pre,rt,slow,0.059
sub018,open,somato-visual balance,500pre,accuracy_e,correct_e,0.059
sub018,open,somato-visual balance,500pre,accuracy_e,incorrect_e,0.059
sub018,open,somato-visual balance,500pre,rt,fast,0.059
sub018,open,somato-visual balance,500pre,rt,slow,0.059
sub018,closed,laterilsation index,500pre,accuracy_e,correct_e,0.064
sub018,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.086
sub018,closed,laterilsation index,500pre,rt,fast,0.053
sub018,closed,laterilsation index,500pre,rt,slow,0.021
sub018,closed,visual power,500pre,accuracy_e,correct_e,0.021
sub018,closed,visual power,500pre,accuracy_e,incorrect_e,0.021
sub018,closed,visual power,500pre,rt,fast,0.021
sub018,closed,visual power,500pre,rt,slow,0.021
sub018,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.021
sub018,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.021
sub018,closed,somato-visual balance,500pre,rt,fast,0.021
sub018,closed,somato-visual balance,500pre,rt,slow,0.021
sub020,open,laterilsation index,500pre,accuracy_e,correct_e,0.287
sub020,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.231
sub020,open,laterilsation index,500pre,rt,fast,0.253
sub020,open,laterilsation index,500pre,rt,slow,0.272
sub020,open,visual power,500pre,accuracy_e,correct_e,0.272
sub020,open,visual power,500pre,accuracy_e,incorrect_e,0.272
sub020,open,visual power,500pre,rt,fast,0.272
sub020,open,visual power,500pre,rt,slow,0.272
sub020,open,somato-visual balance,500pre,accuracy_e,correct_e,0.272
sub020,open,somato-visual balance,500pre,accuracy_e,incorrect_e,0.272
sub020,open,somato-visual balance,500pre,rt,fast,0.272
sub020,open,somato-visual balance,500pre,rt,slow,0.272
sub020,closed,laterilsation index,500pre,accuracy_e,correct_e,0.123
sub020,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.153
sub020,closed,laterilsation index,500pre,rt,fast,0.058
sub020,closed,laterilsation index,500pre,rt,slow,0.127
sub020,closed,visual power,500pre,accuracy_e,correct_e,0.127
sub020,closed,visual power,500pre,accuracy_e,incorrect_e,0.127
sub020,closed,visual power,500pre,rt,fast,0.127
sub020,closed,visual power,500pre,rt,slow,0.127
sub020,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.127
sub020,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.127
sub020,closed,somato-visual balance,500pre,rt,fast,0.127
sub020,closed,somato-visual balance,500pre,rt,slow,0.127
sub021,open,laterilsation index,500pre,accuracy_e,correct_e,0.023
sub021,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.044
sub021,open,laterilsation index,500pre,rt,fast,0.172
sub021,open,laterilsation index,500pre,rt,slow,-0.034
sub021,open,visual power,500pre,accuracy_e,correct_e,-0.034
sub021,open,visual power,500pre,accuracy_e,incorrect_e,-0.034
sub021,open,visual power,500pre,rt,fast,-0.034
sub021,open,visual power,500pre,rt,slow,-0.034
sub021,open,somato-visual balance,500pre,accuracy_e,correct_e,-0.034
sub021,open,somato-visual balance,500pre,accuracy_e,incorrect_e,-0.034
sub021,open,somato-visual balance,500pre,rt,fast,-0.034
sub021,open,somato-visual balance,500pre,rt,slow,-0.034
sub021,closed,laterilsation index,500pre,accuracy_e,correct_e,0.078
sub021,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.06
sub021,closed,laterilsation index,500pre,rt,fast,0.056
sub021,closed,laterilsation index,500pre,rt,slow,0.056
sub021,closed,visual power,500pre,accuracy_e,correct_e,0.056
sub021,closed,visual power,500pre,accuracy_e,incorrect_e,0.056
sub021,closed,visual power,500pre,rt,fast,0.056
sub021,closed,visual power,500pre,rt,slow,0.056
sub021,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.056
sub021,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.056
sub021,closed,somato-visual balance,500pre,rt,fast,0.056
sub021,closed,somato-visual balance,500pre,rt,slow,0.056
sub022,open,laterilsation index,500pre,accuracy_e,correct_e,0.076
sub022,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.074
sub022,open,laterilsation index,500pre,rt,fast,0.111
sub022,open,laterilsation index,500pre,rt,slow,0.101
sub022,open,visual power,500pre,accuracy_e,correct_e,0.101
sub022,open,visual power,500pre,accuracy_e,incorrect_e,0.101
sub022,open,visual power,500pre,rt,fast,0.101
sub022,open,visual power,500pre,rt,slow,0.101
sub022,open,somato-visual balance,500pre,accuracy_e,correct_e,0.101
sub022,open,somato-visual balance,500pre,accuracy_e,incorrect_e,0.101
sub022,open,somato-visual balance,500pre,rt,fast,0.101
sub022,open,somato-visual balance,500pre,rt,slow,0.101
sub022,closed,laterilsation index,500pre,accuracy_e,correct_e,0.076
sub022,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.095
sub022,closed,laterilsation index,500pre,rt,fast,0.131
sub022,closed,laterilsation index,500pre,rt,slow,0.073
sub022,closed,visual power,500pre,accuracy_e,correct_e,0.073
sub022,closed,visual power,500pre,accuracy_e,incorrect_e,0.073
sub022,closed,visual power,500pre,rt,fast,0.073
sub022,closed,visual power,500pre,rt,slow,0.073
sub022,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.073
sub022,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.073
sub022,closed,somato-visual balance,500pre,rt,fast,0.073
sub022,closed,somato-visual balance,500pre,rt,slow,0.073
sub023,open,laterilsation index,500pre,accuracy_e,correct_e,0.056
sub023,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.11
sub023,open,laterilsation index,500pre,rt,fast,0.132
sub023,open,laterilsation index,500pre,rt,slow,0.085
sub023,open,visual power,500pre,accuracy_e,correct_e,0.085
sub023,open,visual power,500pre,accuracy_e,incorrect_e,0.085
sub023,open,visual power,500pre,rt,fast,0.085
sub023,open,visual power,500pre,rt,slow,0.085
sub023,open,somato-visual balance,500pre,accuracy_e,correct_e,0.085
sub023,open,somato-visual balance,500pre,accuracy_e,incorrect_e,0.085
sub023,open,somato-visual balance,500pre,rt,fast,0.085
sub023,open,somato-visual balance,500pre,rt,slow,0.085
sub023,closed,laterilsation index,500pre,accuracy_e,correct_e,0.071
sub023,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.083
sub023,closed,laterilsation index,500pre,rt,fast,0.12
sub023,closed,laterilsation index,500pre,rt,slow,0.124
sub023,closed,visual power,500pre,accuracy_e,correct_e,0.124
sub023,closed,visual power,500pre,accuracy_e,incorrect_e,0.124
sub023,closed,visual power,500pre,rt,fast,0.124
sub023,closed,visual power,500pre,rt,slow,0.124
sub023,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.124
sub023,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.124
sub023,closed,somato-visual balance,500pre,rt,fast,0.124
sub023,closed,somato-visual balance,500pre,rt,slow,0.124
sub024,open,laterilsation index,500pre,accuracy_e,correct_e,-0.064
sub024,open,laterilsation index,500pre,accuracy_e,incorrect_e,-0.003
