sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,closed,visual power,v3,fast,rt,500pre,source,alpha,0.282396520195659
sub002,closed,visual power,v3,slow,rt,500pre,source,alpha,0.578999261482845
sub002,closed,somato lateralisation index,max,correct,accuracy,500pre,source,alpha,-0.000424867700647939
sub002,closed,somato lateralisation index,max,incorrect,accuracy,500pre,source,alpha,0.0710914757479195
sub002,closed,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,alpha,0.0420455893328896
sub002,closed,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,alpha,0.0710914757479195
sub002,closed,somato lateralisation index,max,fast,rt,500pre,source,alpha,0.0702997911060669
sub002,closed,somato lateralisation index,max,slow,rt,500pre,source,alpha,-0.0463385200607653
sub002,closed,somatovisual balance,max-v1,correct,accuracy,500pre,source,alpha,-0.979767092357023
sub002,closed,somatovisual balance,max-v1,incorrect,accuracy,500pre,source,alpha,-0.975546361747117
sub002,closed,somatovisual balance,max-v1,correct_e,accuracy_e,500pre,source,alpha,-0.981605424924175
sub002,closed,somatovisual balance,max-v1,incorrect_e,accuracy_e,500pre,source,alpha,-0.975546361747117
sub002,closed,somatovisual balance,max-v1,fast,rt,500pre,source,alpha,-0.976223753408111
sub002,closed,somatovisual balance,max-v1,slow,rt,500pre,source,alpha,-0.982066184400901
sub002,closed,somatovisual balance,max-v2,correct,accuracy,500pre,source,alpha,-0.958720276332454
sub002,closed,somatovisual balance,max-v2,incorrect,accuracy,500pre,source,alpha,-0.939706655698784
sub002,closed,somatovisual balance,max-v2,correct_e,accuracy_e,500pre,source,alpha,-0.958039445588627
sub002,closed,somatovisual balance,max-v2,incorrect_e,accuracy_e,500pre,source,alpha,-0.939706655698784
sub002,closed,somatovisual balance,max-v2,fast,rt,500pre,source,alpha,-0.956579086083242
sub002,closed,somatovisual balance,max-v2,slow,rt,500pre,source,alpha,-0.960342011370873
sub002,closed,somatovisual balance,max-v3,correct,accuracy,500pre,source,alpha,-0.705556850280317
sub002,closed,somatovisual balance,max-v3,incorrect,accuracy,500pre,source,alpha,-0.655276528233328
sub002,closed,somatovisual balance,max-v3,correct_e,accuracy_e,500pre,source,alpha,-0.699426623210784
sub002,closed,somatovisual balance,max-v3,incorrect_e,accuracy_e,500pre,source,alpha,-0.655276528233328
sub002,closed,somatovisual balance,max-v3,fast,rt,500pre,source,alpha,-0.690426433183462
sub002,closed,somatovisual balance,max-v3,slow,rt,500pre,source,alpha,-0.7172124902183
sub002,open,visual power,v1,correct,accuracy,500pre,source,beta,0.0763643364689077
sub002,open,visual power,v1,incorrect,accuracy,500pre,source,beta,0.297007730768509
sub002,open,visual power,v1,correct_e,accuracy_e,500pre,source,beta,0.0385844050380489
sub002,open,visual power,v1,incorrect_e,accuracy_e,500pre,source,beta,0.297007730768509
sub002,open,visual power,v1,fast,rt,500pre,source,beta,0.2898485176592
sub002,open,visual power,v1,slow,rt,500pre,source,beta,-0.0714883906211466
sub002,open,visual power,v2,correct,accuracy,500pre,source,beta,-0.169142747512777
sub002,open,visual power,v2,incorrect,accuracy,500pre,source,beta,0.186364054312837
sub002,open,visual power,v2,correct_e,accuracy_e,500pre,source,beta,-0.102773107807647
sub002,open,visual power,v2,incorrect_e,accuracy_e,500pre,source,beta,0.186364054312837
sub002,open,visual power,v2,fast,rt,500pre,source,beta,-0.269341390546433
