sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,closed,somatovisual balance,max-v1,incorrect_e,accuracy_e,500pre,source,alpha,-0.975793558480735
sub002,closed,somatovisual balance,max-v1,fast,rt,500pre,source,alpha,-0.9751878344498
sub002,closed,somatovisual balance,max-v1,slow,rt,500pre,source,alpha,-0.981416868911107
sub002,closed,somatovisual balance,max-v2,correct,accuracy,500pre,source,alpha,-0.955823151056806
sub002,closed,somatovisual balance,max-v2,incorrect,accuracy,500pre,source,alpha,-0.937722733703008
sub002,closed,somatovisual balance,max-v2,correct_e,accuracy_e,500pre,source,alpha,-0.962718989490213
sub002,closed,somatovisual balance,max-v2,incorrect_e,accuracy_e,500pre,source,alpha,-0.937722733703008
sub002,closed,somatovisual balance,max-v2,fast,rt,500pre,source,alpha,-0.953870222163504
sub002,closed,somatovisual balance,max-v2,slow,rt,500pre,source,alpha,-0.956815471303615
sub002,closed,somatovisual balance,max-v3,correct,accuracy,500pre,source,alpha,-0.694139429276584
sub002,closed,somatovisual balance,max-v3,incorrect,accuracy,500pre,source,alpha,-0.645927887564396
sub002,closed,somatovisual balance,max-v3,correct_e,accuracy_e,500pre,source,alpha,-0.721424783846531
sub002,closed,somatovisual balance,max-v3,incorrect_e,accuracy_e,500pre,source,alpha,-0.645927887564396
sub002,closed,somatovisual balance,max-v3,fast,rt,500pre,source,alpha,-0.6760190045236
sub002,closed,somatovisual balance,max-v3,slow,rt,500pre,source,alpha,-0.706119287880097
sub002,open,visual power,v1,correct,accuracy,500pre,source,beta,-0.0100113660315512
sub002,open,visual power,v1,incorrect,accuracy,500pre,source,beta,0.352519459383125
sub002,open,visual power,v1,correct_e,accuracy_e,500pre,source,beta,-0.365326608216539
sub002,open,visual power,v1,incorrect_e,accuracy_e,500pre,source,beta,0.352519459383125
sub002,open,visual power,v1,fast,rt,500pre,source,beta,0.187335849855913
sub002,open,visual power,v1,slow,rt,500pre,source,beta,-0.123960048889048
sub002,open,visual power,v2,correct,accuracy,500pre,source,beta,-0.197544542766329
sub002,open,visual power,v2,incorrect,accuracy,500pre,source,beta,0.181162520791637
sub002,open,visual power,v2,correct_e,accuracy_e,500pre,source,beta,0.0326506196382002
sub002,open,visual power,v2,incorrect_e,accuracy_e,500pre,source,beta,0.181162520791637
sub002,open,visual power,v2,fast,rt,500pre,source,beta,-0.289723463049856
sub002,open,visual power,v2,slow,rt,500pre,source,beta,-0.0867130767412708
sub002,open,visual power,v3,correct,accuracy,500pre,source,beta,-0.0367690835055784
sub002,open,visual power,v3,incorrect,accuracy,500pre,source,beta,0.430955817904873
sub002,open,visual power,v3,correct_e,accuracy_e,500pre,source,beta,0.181521889650648
sub002,open,visual power,v3,incorrect_e,accuracy_e,500pre,source,beta,0.430955817904873
sub002,open,visual power,v3,fast,rt,500pre,source,beta,-0.0173398647730217
sub002,open,visual power,v3,slow,rt,500pre,source,beta,0.0345350872682847
sub002,open,somato lateralisation index,max,correct,accuracy,500pre,source,beta,-0.0548985566467195
sub002,open,somato lateralisation index,max,incorrect,accuracy,500pre,source,beta,0.120792021982637
sub002,open,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,beta,-0.12325079416143
sub002,open,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,beta,0.120792021982637
sub002,open,somato lateralisation index,max,fast,rt,500pre,source,beta,-0.0255000385094217
sub002,open,somato lateralisation index,max,slow,rt,500pre,source,beta,-0.0783191743313806
sub002,open,somatovisual balance,max-v1,correct,accuracy,500pre,source,beta,-0.984981744080899
sub002,open,somatovisual balance,max-v1,incorrect,accuracy,500pre,source,beta,-0.987765449256801
sub002,open,somatovisual balance,max-v1,correct_e,accuracy_e,500pre,source,beta,-0.991684869327244
sub002,open,somatovisual balance,max-v1,incorrect_e,accuracy_e,500pre,source,beta,-0.987765449256801
sub002,open,somatovisual balance,max-v1,fast,rt,500pre,source,beta,-0.984526004973284
sub002,open,somatovisual balance,max-v1,slow,rt,500pre,source,beta,-0.986078018229101
sub002,open,somatovisual balance,max-v2,correct,accuracy,500pre,source,beta,-0.979304435362956
sub002,open,somatovisual balance,max-v2,incorrect,accuracy,500pre,source,beta,-0.970719568639213
sub002,open,somatovisual balance,max-v2,correct_e,accuracy_e,500pre,source,beta,-0.98074489557591
sub002,open,somatovisual balance,max-v2,incorrect_e,accuracy_e,500pre,source,beta,-0.970719568639213
sub002,open,somatovisual balance,max-v2,fast,rt,500pre,source,beta,-0.982019001668146
sub002,open,somatovisual balance,max-v2,slow,rt,500pre,source,beta,-0.976993546814407
sub002,open,somatovisual balance,max-v3,correct,accuracy,500pre,source,beta,-0.788375685623396
sub002,open,somatovisual balance,max-v3,incorrect,accuracy,500pre,source,beta,-0.738941804378772
sub002,open,somatovisual balance,max-v3,correct_e,accuracy_e,500pre,source,beta,-0.825295906668418
sub002,open,somatovisual balance,max-v3,incorrect_e,accuracy_e,500pre,source,beta,-0.738941804378772
sub002,open,somatovisual balance,max-v3,fast,rt,500pre,source,beta,-0.800138780242637
sub002,open,somatovisual balance,max-v3,slow,rt,500pre,source,beta,-0.781006117235135
sub002,closed,visual power,v1,correct,accuracy,500pre,source,beta,0.250949931789572
sub002,closed,visual power,v1,incorrect,accuracy,500pre,source,beta,0.128658749802313
sub002,closed,visual power,v1,correct_e,accuracy_e,500pre,source,beta,0.364332588323505
sub002,closed,visual power,v1,incorrect_e,accuracy_e,500pre,source,beta,0.128658749802313
sub002,closed,visual power,v1,fast,rt,500pre,source,beta,0.54407292124336
sub002,closed,visual power,v1,slow,rt,500pre,source,beta,0.0857959664705737
sub002,closed,visual power,v2,correct,accuracy,500pre,source,beta,0.122766230331761
sub002,closed,visual power,v2,incorrect,accuracy,500pre,source,beta,-0.158286766221176
sub002,closed,visual power,v2,correct_e,accuracy_e,500pre,source,beta,0.0822973912846363
sub002,closed,visual power,v2,incorrect_e,accuracy_e,500pre,source,beta,-0.158286766221176
sub002,closed,visual power,v2,fast,rt,500pre,source,beta,0.377342771670931
sub002,closed,visual power,v2,slow,rt,500pre,source,beta,-0.0692919069335781
sub002,closed,visual power,v3,correct,accuracy,500pre,source,beta,0.0743890537623258
sub002,closed,visual power,v3,incorrect,accuracy,500pre,source,beta,-0.153758492858019
sub002,closed,visual power,v3,correct_e,accuracy_e,500pre,source,beta,-0.102262282463176
sub002,closed,visual power,v3,incorrect_e,accuracy_e,500pre,source,beta,-0.153758492858019
sub002,closed,visual power,v3,fast,rt,500pre,source,beta,0.247857601975218
sub002,closed,visual power,v3,slow,rt,500pre,source,beta,-0.0738723189979823
sub002,closed,somato lateralisation index,max,correct,accuracy,500pre,source,beta,0.0248773368561191
