sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub001,open,somatovisual balance,max-vtpm V3,fast,rt,500pre,source,beta,-0.570361505011316
sub001,open,somatovisual balance,max-vtpm V3,slow,rt,500pre,source,beta,-0.58588622981353
sub001,closed,visual power,vtpm V1,correct,accuracy,500pre,source,beta,-0.0915904874691668
sub001,closed,visual power,vtpm V1,incorrect,accuracy,500pre,source,beta,-0.0822536798699117
sub001,closed,visual power,vtpm V1,correct_e,accuracy_e,500pre,source,beta,-0.146076523212227
sub001,closed,visual power,vtpm V1,incorrect_e,accuracy_e,500pre,source,beta,-0.0822536798699117
sub001,closed,visual power,vtpm V1,fast,rt,500pre,source,beta,-0.019076570376558
sub001,closed,visual power,vtpm V1,slow,rt,500pre,source,beta,-0.174316063710784
sub001,closed,visual power,vtpm V2,correct,accuracy,500pre,source,beta,-0.0218536882239538
sub001,closed,visual power,vtpm V2,incorrect,accuracy,500pre,source,beta,-0.127336849470998
sub001,closed,visual power,vtpm V2,correct_e,accuracy_e,500pre,source,beta,0.0196669810901333
sub001,closed,visual power,vtpm V2,incorrect_e,accuracy_e,500pre,source,beta,-0.127336849470998
sub001,closed,visual power,vtpm V2,fast,rt,500pre,source,beta,0.0830002280652208
sub001,closed,visual power,vtpm V2,slow,rt,500pre,source,beta,-0.143285886785721
sub001,closed,visual power,vtpm V3,correct,accuracy,500pre,source,beta,-0.137571298090589
sub001,closed,visual power,vtpm V3,incorrect,accuracy,500pre,source,beta,-0.310623252693629
sub001,closed,visual power,vtpm V3,correct_e,accuracy_e,500pre,source,beta,-0.157175613835911
sub001,closed,visual power,vtpm V3,incorrect_e,accuracy_e,500pre,source,beta,-0.310623252693629
sub001,closed,visual power,vtpm V3,fast,rt,500pre,source,beta,-0.0574112038815045
sub001,closed,visual power,vtpm V3,slow,rt,500pre,source,beta,-0.250290274831444
sub001,closed,somato lateralisation index,max,correct,accuracy,500pre,source,beta,0.0473663966241037
sub001,closed,somato lateralisation index,max,incorrect,accuracy,500pre,source,beta,0.032423619266722
sub001,closed,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,beta,0.150235234647569
sub001,closed,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,beta,0.032423619266722
sub001,closed,somato lateralisation index,max,fast,rt,500pre,source,beta,-0.026273332447382
sub001,closed,somato lateralisation index,max,slow,rt,500pre,source,beta,0.0824725915317917
sub001,closed,somatovisual balance,max-vtpm V1,correct,accuracy,500pre,source,beta,-0.72138747266519
sub001,closed,somatovisual balance,max-vtpm V1,incorrect,accuracy,500pre,source,beta,-0.757300246472235
sub001,closed,somatovisual balance,max-vtpm V1,correct_e,accuracy_e,500pre,source,beta,-0.63680222705488
sub001,closed,somatovisual balance,max-vtpm V1,incorrect_e,accuracy_e,500pre,source,beta,-0.757300246472235
sub001,closed,somatovisual balance,max-vtpm V1,fast,rt,500pre,source,beta,-0.742532150572312
sub001,closed,somatovisual balance,max-vtpm V1,slow,rt,500pre,source,beta,-0.708934367426446
sub001,closed,somatovisual balance,max-vtpm V2,correct,accuracy,500pre,source,beta,-0.659909641420465
sub001,closed,somatovisual balance,max-vtpm V2,incorrect,accuracy,500pre,source,beta,-0.703729458517189
sub001,closed,somatovisual balance,max-vtpm V2,correct_e,accuracy_e,500pre,source,beta,-0.5350590395694
sub001,closed,somatovisual balance,max-vtpm V2,incorrect_e,accuracy_e,500pre,source,beta,-0.703729458517189
sub001,closed,somatovisual balance,max-vtpm V2,fast,rt,500pre,source,beta,-0.669723756456155
sub001,closed,somatovisual balance,max-vtpm V2,slow,rt,500pre,source,beta,-0.654492956119399
sub001,closed,somatovisual balance,max-vtpm V3,correct,accuracy,500pre,source,beta,-0.470950635057506
sub001,closed,somatovisual balance,max-vtpm V3,incorrect,accuracy,500pre,source,beta,-0.532443738528467
sub001,closed,somatovisual balance,max-vtpm V3,correct_e,accuracy_e,500pre,source,beta,-0.312560394441172
sub001,closed,somatovisual balance,max-vtpm V3,incorrect_e,accuracy_e,500pre,source,beta,-0.532443738528467
sub001,closed,somatovisual balance,max-vtpm V3,fast,rt,500pre,source,beta,-0.484852785813914
sub001,closed,somatovisual balance,max-vtpm V3,slow,rt,500pre,source,beta,-0.469309386285215
sub002,open,visual power,vtpm V1,correct,accuracy,500pre,source,alpha,-0.143887186444666
sub002,open,visual power,vtpm V1,incorrect,accuracy,500pre,source,alpha,-0.0554690283359225
sub002,open,visual power,vtpm V1,correct_e,accuracy_e,500pre,source,alpha,0.0613348633191942
sub002,open,visual power,vtpm V1,incorrect_e,accuracy_e,500pre,source,alpha,-0.0554690283359225
sub002,open,visual power,vtpm V1,fast,rt,500pre,source,alpha,-0.125040007824729
sub002,open,visual power,vtpm V1,slow,rt,500pre,source,alpha,-0.171054891897461
sub002,open,visual power,vtpm V2,correct,accuracy,500pre,source,alpha,-0.144050905621817
sub002,open,visual power,vtpm V2,incorrect,accuracy,500pre,source,alpha,-0.142218401548547
sub002,open,visual power,vtpm V2,correct_e,accuracy_e,500pre,source,alpha,-0.282115564737825
sub002,open,visual power,vtpm V2,incorrect_e,accuracy_e,500pre,source,alpha,-0.142218401548547
