sub,eye,measure,window,compare,cond,value
sub012,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.011
sub012,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.091
sub012,closed,somato lat,stim1000pre,rt,fast,0.054
sub012,closed,somato lat,stim1000pre,rt,slow,0.001
sub017,open,somato lat,stim500pre,accuracy,correct,0.251
sub017,open,somato lat,stim500pre,accuracy,incorrect,0.064
sub017,open,somato lat,stim500pre,accuracy_e,correct_e,0.329
sub017,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.064
sub017,open,somato lat,stim500pre,rt,fast,0.283
sub017,open,somato lat,stim500pre,rt,slow,0.228
sub017,closed,somato lat,stim500pre,accuracy,correct,0.139
sub017,closed,somato lat,stim500pre,accuracy,incorrect,0.092
sub017,closed,somato lat,stim500pre,accuracy_e,correct_e,0.155
sub017,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.092
sub017,closed,somato lat,stim500pre,rt,fast,0.102
sub017,closed,somato lat,stim500pre,rt,slow,0.198
sub017,open,somato lat,stim1000pre,accuracy,correct,0.15
sub017,open,somato lat,stim1000pre,accuracy,incorrect,0.166
sub017,open,somato lat,stim1000pre,accuracy_e,correct_e,0.153
sub017,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.166
sub017,open,somato lat,stim1000pre,rt,fast,0.201
sub017,open,somato lat,stim1000pre,rt,slow,0.106
sub017,closed,somato lat,stim1000pre,accuracy,correct,0.063
sub017,closed,somato lat,stim1000pre,accuracy,incorrect,0.134
sub017,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.222
sub017,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.134
sub017,closed,somato lat,stim1000pre,rt,fast,0.078
sub017,closed,somato lat,stim1000pre,rt,slow,0.066
sub018,open,somato lat,stim500pre,accuracy,correct,0.065
sub018,open,somato lat,stim500pre,accuracy,incorrect,0.107
sub018,open,somato lat,stim500pre,accuracy_e,correct_e,-0.028
sub018,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.107
sub018,open,somato lat,stim500pre,rt,fast,0.131
sub018,open,somato lat,stim500pre,rt,slow,-0
sub018,closed,somato lat,stim500pre,accuracy,correct,0.02
sub018,closed,somato lat,stim500pre,accuracy,incorrect,0.039
sub018,closed,somato lat,stim500pre,accuracy_e,correct_e,-0.037
sub018,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.039
sub018,closed,somato lat,stim500pre,rt,fast,0.062
sub018,closed,somato lat,stim500pre,rt,slow,-0.032
sub018,open,somato lat,stim1000pre,accuracy,correct,-0.02
sub018,open,somato lat,stim1000pre,accuracy,incorrect,0.123
sub018,open,somato lat,stim1000pre,accuracy_e,correct_e,-0.037
sub018,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.123
sub018,open,somato lat,stim1000pre,rt,fast,0.056
sub018,open,somato lat,stim1000pre,rt,slow,-0.096
sub018,closed,somato lat,stim1000pre,accuracy,correct,-0.037
sub018,closed,somato lat,stim1000pre,accuracy,incorrect,0.004
sub018,closed,somato lat,stim1000pre,accuracy_e,correct_e,-0.021
sub018,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.004
sub018,closed,somato lat,stim1000pre,rt,fast,-0.003
sub018,closed,somato lat,stim1000pre,rt,slow,-0.049
sub020,open,somato lat,stim500pre,accuracy,correct,0.342
sub020,open,somato lat,stim500pre,accuracy,incorrect,0.284
