sub,eye,cue,measure,window,compare,cond,value
sub030,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.295
sub030,closed,right,bal_ip_v,stim500pre,rt,fast,0.19
sub030,closed,right,bal_ip_v,stim500pre,rt,slow,0.36
sub030,closed,right,bal_ip_i,stim500pre,accuracy,correct,0.244
sub030,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,0.275
sub030,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,0.142
sub030,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.275
sub030,closed,right,bal_ip_i,stim500pre,rt,fast,0.165
sub030,closed,right,bal_ip_i,stim500pre,rt,slow,0.343
sub031,open,left,vis,stim500pre,accuracy,correct,1.663
sub031,open,left,vis,stim500pre,accuracy,incorrect,5.749
sub031,open,left,vis,stim500pre,accuracy_e,correct_e,1.14
sub031,open,left,vis,stim500pre,accuracy_e,incorrect_e,5.749
sub031,open,left,vis,stim500pre,rt,fast,1.592
sub031,open,left,vis,stim500pre,rt,slow,1.723
sub031,open,left,lat,stim500pre,accuracy,correct,-0.51
sub031,open,left,lat,stim500pre,accuracy,incorrect,-0.491
sub031,open,left,lat,stim500pre,accuracy_e,correct_e,-0.507
sub031,open,left,lat,stim500pre,accuracy_e,incorrect_e,-0.491
sub031,open,left,lat,stim500pre,rt,fast,-0.483
sub031,open,left,lat,stim500pre,rt,slow,-0.537
sub031,open,left,bal_ip_v,stim500pre,accuracy,correct,0.585
sub031,open,left,bal_ip_v,stim500pre,accuracy,incorrect,0.61
sub031,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,0.538
sub031,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.61
sub031,open,left,bal_ip_v,stim500pre,rt,fast,0.557
sub031,open,left,bal_ip_v,stim500pre,rt,slow,0.609
sub031,open,left,bal_ip_i,stim500pre,accuracy,correct,0.5
sub031,open,left,bal_ip_i,stim500pre,accuracy,incorrect,0.513
sub031,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,0.475
sub031,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.513
sub031,open,left,bal_ip_i,stim500pre,rt,fast,0.467
sub031,open,left,bal_ip_i,stim500pre,rt,slow,0.531
sub031,open,right,vis,stim500pre,accuracy,correct,2.1
sub031,open,right,vis,stim500pre,accuracy,incorrect,1.829
sub031,open,right,vis,stim500pre,accuracy_e,correct_e,2.487
sub031,open,right,vis,stim500pre,accuracy_e,incorrect_e,1.829
sub031,open,right,vis,stim500pre,rt,fast,1.695
sub031,open,right,vis,stim500pre,rt,slow,2.527
sub031,open,right,lat,stim500pre,accuracy,correct,0.589
sub031,open,right,lat,stim500pre,accuracy,incorrect,0.523
sub031,open,right,lat,stim500pre,accuracy_e,correct_e,0.586
sub031,open,right,lat,stim500pre,accuracy_e,incorrect_e,0.523
sub031,open,right,lat,stim500pre,rt,fast,0.516
sub031,open,right,lat,stim500pre,rt,slow,0.657
sub031,open,right,bal_ip_v,stim500pre,accuracy,correct,0.058
sub031,open,right,bal_ip_v,stim500pre,accuracy,incorrect,0.047
sub031,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.08
sub031,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.047
sub031,open,right,bal_ip_v,stim500pre,rt,fast,0.098
sub031,open,right,bal_ip_v,stim500pre,rt,slow,0.008
sub031,open,right,bal_ip_i,stim500pre,accuracy,correct,-0.493
sub031,open,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.424
sub031,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.504
sub031,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.424
sub031,open,right,bal_ip_i,stim500pre,rt,fast,-0.418
sub031,open,right,bal_ip_i,stim500pre,rt,slow,-0.565
sub031,closed,left,vis,stim500pre,accuracy,correct,0.442
sub031,closed,left,vis,stim500pre,accuracy,incorrect,0.778
sub031,closed,left,vis,stim500pre,accuracy_e,correct_e,0.186
sub031,closed,left,vis,stim500pre,accuracy_e,incorrect_e,0.778
sub031,closed,left,vis,stim500pre,rt,fast,0.351
sub031,closed,left,vis,stim500pre,rt,slow,0.532
sub031,closed,left,lat,stim500pre,accuracy,correct,-0.398
sub031,closed,left,lat,stim500pre,accuracy,incorrect,-0.482
sub031,closed,left,lat,stim500pre,accuracy_e,correct_e,-0.473
sub031,closed,left,lat,stim500pre,accuracy_e,incorrect_e,-0.482
sub031,closed,left,lat,stim500pre,rt,fast,-0.43
sub031,closed,left,lat,stim500pre,rt,slow,-0.366
sub031,closed,left,bal_ip_v,stim500pre,accuracy,correct,0.28
sub031,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,0.447
sub031,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,0.36
sub031,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.447
sub031,closed,left,bal_ip_v,stim500pre,rt,fast,0.342
sub031,closed,left,bal_ip_v,stim500pre,rt,slow,0.219
sub031,closed,left,bal_ip_i,stim500pre,accuracy,correct,0.276
sub031,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,0.416
sub031,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,0.377
sub031,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.416
sub031,closed,left,bal_ip_i,stim500pre,rt,fast,0.326
sub031,closed,left,bal_ip_i,stim500pre,rt,slow,0.226
sub031,closed,right,vis,stim500pre,accuracy,correct,1.285
sub031,closed,right,vis,stim500pre,accuracy,incorrect,1.735
sub031,closed,right,vis,stim500pre,accuracy_e,correct_e,1.328
sub031,closed,right,vis,stim500pre,accuracy_e,incorrect_e,1.735
sub031,closed,right,vis,stim500pre,rt,fast,1.343
sub031,closed,right,vis,stim500pre,rt,slow,1.228
sub031,closed,right,lat,stim500pre,accuracy,correct,0.568
sub031,closed,right,lat,stim500pre,accuracy,incorrect,0.626
sub031,closed,right,lat,stim500pre,accuracy_e,correct_e,0.538
sub031,closed,right,lat,stim500pre,accuracy_e,incorrect_e,0.626
sub031,closed,right,lat,stim500pre,rt,fast,0.572
sub031,closed,right,lat,stim500pre,rt,slow,0.563
sub031,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.191
sub031,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.207
sub031,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.151
sub031,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.207
sub031,closed,right,bal_ip_v,stim500pre,rt,fast,-0.145
sub031,closed,right,bal_ip_v,stim500pre,rt,slow,-0.237
sub031,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.512
sub031,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.568
sub031,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.482
sub031,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.568
sub031,closed,right,bal_ip_i,stim500pre,rt,fast,-0.492
sub031,closed,right,bal_ip_i,stim500pre,rt,slow,-0.532
sub032,open,left,vis,stim500pre,accuracy,correct,3.672
sub032,open,left,vis,stim500pre,accuracy,incorrect,2.007
sub032,open,left,vis,stim500pre,accuracy_e,correct_e,5.275
sub032,open,left,vis,stim500pre,accuracy_e,incorrect_e,2.007
sub032,open,left,vis,stim500pre,rt,fast,3.653
sub032,open,left,vis,stim500pre,rt,slow,3.691
sub032,open,left,lat,stim500pre,accuracy,correct,0.361
sub032,open,left,lat,stim500pre,accuracy,incorrect,0.269
sub032,open,left,lat,stim500pre,accuracy_e,correct_e,0.365
sub032,open,left,lat,stim500pre,accuracy_e,incorrect_e,0.269
sub032,open,left,lat,stim500pre,rt,fast,0.343
sub032,open,left,lat,stim500pre,rt,slow,0.38
sub032,open,left,bal_ip_v,stim500pre,accuracy,correct,-0.449
sub032,open,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.254
sub032,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.459
sub032,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.254
sub032,open,left,bal_ip_v,stim500pre,rt,fast,-0.428
sub032,open,left,bal_ip_v,stim500pre,rt,slow,-0.47
sub032,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.491
sub032,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.33
sub032,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.506
sub032,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.33
sub032,open,left,bal_ip_i,stim500pre,rt,fast,-0.457
sub032,open,left,bal_ip_i,stim500pre,rt,slow,-0.526
sub032,open,right,vis,stim500pre,accuracy,correct,4.298
sub032,open,right,vis,stim500pre,accuracy,incorrect,2.107
sub032,open,right,vis,stim500pre,accuracy_e,correct_e,3.155
sub032,open,right,vis,stim500pre,accuracy_e,incorrect_e,2.107
sub032,open,right,vis,stim500pre,rt,fast,4.813
sub032,open,right,vis,stim500pre,rt,slow,3.898
sub032,open,right,lat,stim500pre,accuracy,correct,-0.349
sub032,open,right,lat,stim500pre,accuracy,incorrect,-0.294
sub032,open,right,lat,stim500pre,accuracy_e,correct_e,-0.349
sub032,open,right,lat,stim500pre,accuracy_e,incorrect_e,-0.294
sub032,open,right,lat,stim500pre,rt,fast,-0.31
sub032,open,right,lat,stim500pre,rt,slow,-0.389
sub032,open,right,bal_ip_v,stim500pre,accuracy,correct,-0.073
sub032,open,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.024
sub032,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.025
sub032,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.024
sub032,open,right,bal_ip_v,stim500pre,rt,fast,-0.148
sub032,open,right,bal_ip_v,stim500pre,rt,slow,-0.012
sub032,open,right,bal_ip_i,stim500pre,accuracy,correct,0.03
sub032,open,right,bal_ip_i,stim500pre,accuracy,incorrect,0.036
sub032,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,0.077
sub032,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.036
sub032,open,right,bal_ip_i,stim500pre,rt,fast,-0.045
sub032,open,right,bal_ip_i,stim500pre,rt,slow,0.097
sub032,closed,left,vis,stim500pre,accuracy,correct,0.685
sub032,closed,left,vis,stim500pre,accuracy,incorrect,0.013
sub032,closed,left,vis,stim500pre,accuracy_e,correct_e,0.846
sub032,closed,left,vis,stim500pre,accuracy_e,incorrect_e,0.013
sub032,closed,left,vis,stim500pre,rt,fast,0.601
sub032,closed,left,vis,stim500pre,rt,slow,0.767
sub032,closed,left,lat,stim500pre,accuracy,correct,0.09
sub032,closed,left,lat,stim500pre,accuracy,incorrect,0.158
sub032,closed,left,lat,stim500pre,accuracy_e,correct_e,0.041
sub032,closed,left,lat,stim500pre,accuracy_e,incorrect_e,0.158
sub032,closed,left,lat,stim500pre,rt,fast,0.132
sub032,closed,left,lat,stim500pre,rt,slow,0.043
sub032,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.31
sub032,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.411
sub032,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.332
sub032,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.411
sub032,closed,left,bal_ip_v,stim500pre,rt,fast,-0.314
sub032,closed,left,bal_ip_v,stim500pre,rt,slow,-0.3
sub032,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.295
sub032,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.381
sub032,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.294
sub032,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.381
sub032,closed,left,bal_ip_i,stim500pre,rt,fast,-0.312
sub032,closed,left,bal_ip_i,stim500pre,rt,slow,-0.275
sub032,closed,right,vis,stim500pre,accuracy,correct,0.346
sub032,closed,right,vis,stim500pre,accuracy,incorrect,1.311
sub032,closed,right,vis,stim500pre,accuracy_e,correct_e,0.326
sub032,closed,right,vis,stim500pre,accuracy_e,incorrect_e,1.311
sub032,closed,right,vis,stim500pre,rt,fast,0.179
sub032,closed,right,vis,stim500pre,rt,slow,0.532
sub032,closed,right,lat,stim500pre,accuracy,correct,-0.193
sub032,closed,right,lat,stim500pre,accuracy,incorrect,-0.096
sub032,closed,right,lat,stim500pre,accuracy_e,correct_e,-0.234
sub032,closed,right,lat,stim500pre,accuracy_e,incorrect_e,-0.096
sub032,closed,right,lat,stim500pre,rt,fast,-0.11
sub032,closed,right,lat,stim500pre,rt,slow,-0.262
sub032,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.187
sub032,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.26
sub032,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.166
sub032,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.26
sub032,closed,right,bal_ip_v,stim500pre,rt,fast,-0.154
sub032,closed,right,bal_ip_v,stim500pre,rt,slow,-0.215
sub032,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.109
sub032,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.204
sub032,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.07
sub032,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.204
sub032,closed,right,bal_ip_i,stim500pre,rt,fast,-0.118
sub032,closed,right,bal_ip_i,stim500pre,rt,slow,-0.101
sub033,open,left,vis,stim500pre,accuracy,correct,3.766
sub033,open,left,vis,stim500pre,accuracy,incorrect,1.896
sub033,open,left,vis,stim500pre,accuracy_e,correct_e,10.756
sub033,open,left,vis,stim500pre,accuracy_e,incorrect_e,1.896
sub033,open,left,vis,stim500pre,rt,fast,3.017
sub033,open,left,vis,stim500pre,rt,slow,4.515
sub033,open,left,lat,stim500pre,accuracy,correct,-0.142
sub033,open,left,lat,stim500pre,accuracy,incorrect,-0.151
sub033,open,left,lat,stim500pre,accuracy_e,correct_e,-0.132
sub033,open,left,lat,stim500pre,accuracy_e,incorrect_e,-0.151
sub033,open,left,lat,stim500pre,rt,fast,-0.25
sub033,open,left,lat,stim500pre,rt,slow,-0.034
sub033,open,left,bal_ip_v,stim500pre,accuracy,correct,0.245
sub033,open,left,bal_ip_v,stim500pre,accuracy,incorrect,0.365
sub033,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,0.195
sub033,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.365
sub033,open,left,bal_ip_v,stim500pre,rt,fast,0.32
sub033,open,left,bal_ip_v,stim500pre,rt,slow,0.17
sub033,open,left,bal_ip_i,stim500pre,accuracy,correct,0.092
sub033,open,left,bal_ip_i,stim500pre,accuracy,incorrect,0.088
sub033,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,0.059
sub033,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.088
sub033,open,left,bal_ip_i,stim500pre,rt,fast,0.188
sub033,open,left,bal_ip_i,stim500pre,rt,slow,-0.003
sub033,open,right,vis,stim500pre,accuracy,correct,4.993
sub033,open,right,vis,stim500pre,accuracy,incorrect,1.064
sub033,open,right,vis,stim500pre,accuracy_e,correct_e,2.819
sub033,open,right,vis,stim500pre,accuracy_e,incorrect_e,1.064
sub033,open,right,vis,stim500pre,rt,fast,8.084
sub033,open,right,vis,stim500pre,rt,slow,1.902
sub033,open,right,lat,stim500pre,accuracy,correct,0.319
sub033,open,right,lat,stim500pre,accuracy,incorrect,0.396
sub033,open,right,lat,stim500pre,accuracy_e,correct_e,0.245
sub033,open,right,lat,stim500pre,accuracy_e,incorrect_e,0.396
sub033,open,right,lat,stim500pre,rt,fast,0.305
sub033,open,right,lat,stim500pre,rt,slow,0.334
sub033,open,right,bal_ip_v,stim500pre,accuracy,correct,0.085
sub033,open,right,bal_ip_v,stim500pre,accuracy,incorrect,0.308
sub033,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,0.177
sub033,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.308
sub033,open,right,bal_ip_v,stim500pre,rt,fast,0.011
sub033,open,right,bal_ip_v,stim500pre,rt,slow,0.16
sub033,open,right,bal_ip_i,stim500pre,accuracy,correct,-0.298
sub033,open,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.274
sub033,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.232
sub033,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.274
sub033,open,right,bal_ip_i,stim500pre,rt,fast,-0.322
sub033,open,right,bal_ip_i,stim500pre,rt,slow,-0.274
sub033,closed,left,vis,stim500pre,accuracy,correct,2.489
sub033,closed,left,vis,stim500pre,accuracy,incorrect,2.309
sub033,closed,left,vis,stim500pre,accuracy_e,correct_e,2.96
sub033,closed,left,vis,stim500pre,accuracy_e,incorrect_e,2.309
sub033,closed,left,vis,stim500pre,rt,fast,3.119
sub033,closed,left,vis,stim500pre,rt,slow,1.859
sub033,closed,left,lat,stim500pre,accuracy,correct,-0.169
sub033,closed,left,lat,stim500pre,accuracy,incorrect,-0.233
sub033,closed,left,lat,stim500pre,accuracy_e,correct_e,-0.424
sub033,closed,left,lat,stim500pre,accuracy_e,incorrect_e,-0.233
sub033,closed,left,lat,stim500pre,rt,fast,-0.287
sub033,closed,left,lat,stim500pre,rt,slow,-0.051
sub033,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.179
sub033,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.014
sub033,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.159
sub033,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.014
sub033,closed,left,bal_ip_v,stim500pre,rt,fast,-0.192
sub033,closed,left,bal_ip_v,stim500pre,rt,slow,-0.167
sub033,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.145
sub033,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,0.017
sub033,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.039
sub033,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.017
sub033,closed,left,bal_ip_i,stim500pre,rt,fast,-0.108
sub033,closed,left,bal_ip_i,stim500pre,rt,slow,-0.182
sub033,closed,right,vis,stim500pre,accuracy,correct,2.515
sub033,closed,right,vis,stim500pre,accuracy,incorrect,0.485
sub033,closed,right,vis,stim500pre,accuracy_e,correct_e,0.482
sub033,closed,right,vis,stim500pre,accuracy_e,incorrect_e,0.485
sub033,closed,right,vis,stim500pre,rt,fast,2.091
sub033,closed,right,vis,stim500pre,rt,slow,3.034
sub033,closed,right,lat,stim500pre,accuracy,correct,0.206
sub033,closed,right,lat,stim500pre,accuracy,incorrect,-0.108
sub033,closed,right,lat,stim500pre,accuracy_e,correct_e,0.162
sub033,closed,right,lat,stim500pre,accuracy_e,incorrect_e,-0.108
sub033,closed,right,lat,stim500pre,rt,fast,0.189
sub033,closed,right,lat,stim500pre,rt,slow,0.226
sub033,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.36
sub033,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.263
sub033,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.38
sub033,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.263
sub033,closed,right,bal_ip_v,stim500pre,rt,fast,-0.325
sub033,closed,right,bal_ip_v,stim500pre,rt,slow,-0.398
sub033,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.413
sub033,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.155
sub033,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.42
sub033,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.155
sub033,closed,right,bal_ip_i,stim500pre,rt,fast,-0.378
sub033,closed,right,bal_ip_i,stim500pre,rt,slow,-0.455
sub034,open,left,vis,stim500pre,accuracy,correct,1.064
sub034,open,left,vis,stim500pre,accuracy,incorrect,0.428
sub034,open,left,vis,stim500pre,accuracy_e,correct_e,0.895
sub034,open,left,vis,stim500pre,accuracy_e,incorrect_e,0.428
sub034,open,left,vis,stim500pre,rt,fast,0.875
sub034,open,left,vis,stim500pre,rt,slow,1.276
sub034,open,left,lat,stim500pre,accuracy,correct,0.201
sub034,open,left,lat,stim500pre,accuracy,incorrect,0.421
sub034,open,left,lat,stim500pre,accuracy_e,correct_e,0.159
sub034,open,left,lat,stim500pre,accuracy_e,incorrect_e,0.421
sub034,open,left,lat,stim500pre,rt,fast,0.255
sub034,open,left,lat,stim500pre,rt,slow,0.135
sub034,open,left,bal_ip_v,stim500pre,accuracy,correct,0.286
sub034,open,left,bal_ip_v,stim500pre,accuracy,incorrect,0.284
sub034,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,0.3
sub034,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.284
sub034,open,left,bal_ip_v,stim500pre,rt,fast,0.306
sub034,open,left,bal_ip_v,stim500pre,rt,slow,0.274
sub034,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.096
sub034,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.27
sub034,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.074
sub034,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.27
sub034,open,left,bal_ip_i,stim500pre,rt,fast,-0.132
sub034,open,left,bal_ip_i,stim500pre,rt,slow,-0.047
sub034,open,right,vis,stim500pre,accuracy,correct,0.918
sub034,open,right,vis,stim500pre,accuracy,incorrect,0.35
sub034,open,right,vis,stim500pre,accuracy_e,correct_e,2.172
sub034,open,right,vis,stim500pre,accuracy_e,incorrect_e,0.35
sub034,open,right,vis,stim500pre,rt,fast,0.44
sub034,open,right,vis,stim500pre,rt,slow,1.414
sub034,open,right,lat,stim500pre,accuracy,correct,-0.096
sub034,open,right,lat,stim500pre,accuracy,incorrect,-0.239
sub034,open,right,lat,stim500pre,accuracy_e,correct_e,0
sub034,open,right,lat,stim500pre,accuracy_e,incorrect_e,-0.239
sub034,open,right,lat,stim500pre,rt,fast,-0.091
sub034,open,right,lat,stim500pre,rt,slow,-0.101
sub034,open,right,bal_ip_v,stim500pre,accuracy,correct,0.401
sub034,open,right,bal_ip_v,stim500pre,accuracy,incorrect,0.504
sub034,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,0.367
sub034,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.504
sub034,open,right,bal_ip_v,stim500pre,rt,fast,0.449
sub034,open,right,bal_ip_v,stim500pre,rt,slow,0.355
sub034,open,right,bal_ip_i,stim500pre,accuracy,correct,0.179
sub034,open,right,bal_ip_i,stim500pre,accuracy,incorrect,0.321
sub034,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,0.105
sub034,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.321
sub034,open,right,bal_ip_i,stim500pre,rt,fast,0.199
sub034,open,right,bal_ip_i,stim500pre,rt,slow,0.161
sub034,closed,left,vis,stim500pre,accuracy,correct,0.389
sub034,closed,left,vis,stim500pre,accuracy,incorrect,0.383
sub034,closed,left,vis,stim500pre,accuracy_e,correct_e,0.665
sub034,closed,left,vis,stim500pre,accuracy_e,incorrect_e,0.383
sub034,closed,left,vis,stim500pre,rt,fast,0.423
sub034,closed,left,vis,stim500pre,rt,slow,0.361
sub034,closed,left,lat,stim500pre,accuracy,correct,0.103
sub034,closed,left,lat,stim500pre,accuracy,incorrect,0.06
sub034,closed,left,lat,stim500pre,accuracy_e,correct_e,0.057
sub034,closed,left,lat,stim500pre,accuracy_e,incorrect_e,0.06
sub034,closed,left,lat,stim500pre,rt,fast,0.217
sub034,closed,left,lat,stim500pre,rt,slow,-0.011
sub034,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.138
sub034,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.077
sub034,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.079
sub034,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.077
sub034,closed,left,bal_ip_v,stim500pre,rt,fast,-0.287
sub034,closed,left,bal_ip_v,stim500pre,rt,slow,-0.003
sub034,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.2
sub034,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.127
sub034,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.149
sub034,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.127
sub034,closed,left,bal_ip_i,stim500pre,rt,fast,-0.331
sub034,closed,left,bal_ip_i,stim500pre,rt,slow,-0.075
sub034,closed,right,vis,stim500pre,accuracy,correct,1.167
sub034,closed,right,vis,stim500pre,accuracy,incorrect,0.424
sub034,closed,right,vis,stim500pre,accuracy_e,correct_e,0.346
sub034,closed,right,vis,stim500pre,accuracy_e,incorrect_e,0.424
sub034,closed,right,vis,stim500pre,rt,fast,1.424
sub034,closed,right,vis,stim500pre,rt,slow,0.911
sub034,closed,right,lat,stim500pre,accuracy,correct,-0.013
sub034,closed,right,lat,stim500pre,accuracy,incorrect,-0.086
sub034,closed,right,lat,stim500pre,accuracy_e,correct_e,0.042
sub034,closed,right,lat,stim500pre,accuracy_e,incorrect_e,-0.086
sub034,closed,right,lat,stim500pre,rt,fast,-0.093
sub034,closed,right,lat,stim500pre,rt,slow,0.067
sub034,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.146
sub034,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.098
sub034,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.11
sub034,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.098
sub034,closed,right,bal_ip_v,stim500pre,rt,fast,-0.099
sub034,closed,right,bal_ip_v,stim500pre,rt,slow,-0.192
sub034,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.153
sub034,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.08
sub034,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.174
sub034,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.08
sub034,closed,right,bal_ip_i,stim500pre,rt,fast,-0.086
sub034,closed,right,bal_ip_i,stim500pre,rt,slow,-0.22
sub035,open,left,vis,stim500pre,accuracy,correct,1.212
sub035,open,left,vis,stim500pre,accuracy,incorrect,0.387
sub035,open,left,vis,stim500pre,accuracy_e,correct_e,1.333
sub035,open,left,vis,stim500pre,accuracy_e,incorrect_e,0.387
sub035,open,left,vis,stim500pre,rt,fast,1.141
sub035,open,left,vis,stim500pre,rt,slow,1.283
sub035,open,left,lat,stim500pre,accuracy,correct,-0.463
sub035,open,left,lat,stim500pre,accuracy,incorrect,-0.511
sub035,open,left,lat,stim500pre,accuracy_e,correct_e,-0.446
sub035,open,left,lat,stim500pre,accuracy_e,incorrect_e,-0.511
sub035,open,left,lat,stim500pre,rt,fast,-0.521
sub035,open,left,lat,stim500pre,rt,slow,-0.404
sub035,open,left,bal_ip_v,stim500pre,accuracy,correct,0.834
sub035,open,left,bal_ip_v,stim500pre,accuracy,incorrect,0.84
sub035,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,0.813
sub035,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.84
sub035,open,left,bal_ip_v,stim500pre,rt,fast,0.85
sub035,open,left,bal_ip_v,stim500pre,rt,slow,0.818
sub035,open,left,bal_ip_i,stim500pre,accuracy,correct,0.585
sub035,open,left,bal_ip_i,stim500pre,accuracy,incorrect,0.631
