sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,closed,auditory lateralisation index,max,correct,accuracy,500pre,source,beta,0.0959877101665604
sub002,closed,auditory lateralisation index,max,incorrect,accuracy,500pre,source,beta,0.0820928891001011
sub002,closed,auditory lateralisation index,max,correct_e,accuracy_e,500pre,source,beta,0.260934458734792
sub002,closed,auditory lateralisation index,max,incorrect_e,accuracy_e,500pre,source,beta,0.0820928891001011
sub002,closed,auditory lateralisation index,max,fast,rt,500pre,source,beta,0.129010846315163
sub002,closed,auditory lateralisation index,max,slow,rt,500pre,source,beta,0.0704747847070273
sub003,open,visual power,Brodmann,correct,accuracy,500pre,source,alpha,0.301787029105082
sub003,open,visual power,Brodmann,incorrect,accuracy,500pre,source,alpha,0.388785672810518
sub003,open,visual power,Brodmann,correct_e,accuracy_e,500pre,source,alpha,0.411843567159492
sub003,open,visual power,Brodmann,incorrect_e,accuracy_e,500pre,source,alpha,0.388785672810518
sub003,open,visual power,Brodmann,fast,rt,500pre,source,alpha,0.454089816765846
sub003,open,visual power,Brodmann,slow,rt,500pre,source,alpha,0.146671899935921
sub003,open,auditory power,max,correct,accuracy,500pre,source,alpha,0.256919823812259
sub003,open,auditory power,max,incorrect,accuracy,500pre,source,alpha,0.0599742284543744
sub003,open,auditory power,max,correct_e,accuracy_e,500pre,source,alpha,0.274392946287206
sub003,open,auditory power,max,incorrect_e,accuracy_e,500pre,source,alpha,0.0599742284543744
sub003,open,auditory power,max,fast,rt,500pre,source,alpha,0.288589837352586
sub003,open,auditory power,max,slow,rt,500pre,source,alpha,0.202981707299876
sub003,open,somato lateralisation index,max,correct,accuracy,500pre,source,alpha,0.146277393813883
sub003,open,somato lateralisation index,max,incorrect,accuracy,500pre,source,alpha,0.0100634943523693
sub003,open,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,alpha,0.225826774871761
sub003,open,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,alpha,0.0100634943523693
sub003,open,somato lateralisation index,max,fast,rt,500pre,source,alpha,0.101393735490455
sub003,open,somato lateralisation index,max,slow,rt,500pre,source,alpha,0.195783824656437
sub003,open,somatovisual balance,max-Brodmann,correct,accuracy,500pre,source,alpha,0.640203786864028
sub003,open,somatovisual balance,max-Brodmann,incorrect,accuracy,500pre,source,alpha,0.718384511224099
sub003,open,somatovisual balance,max-Brodmann,correct_e,accuracy_e,500pre,source,alpha,0.605589462230476
sub003,open,somatovisual balance,max-Brodmann,incorrect_e,accuracy_e,500pre,source,alpha,0.718384511224099
sub003,open,somatovisual balance,max-Brodmann,fast,rt,500pre,source,alpha,0.651444366079528
sub003,open,somatovisual balance,max-Brodmann,slow,rt,500pre,source,alpha,0.627920633638063
